diputado_id,diputado_nombre,modal_party,modal_party_share,modal_caucus,modal_caucus_share,modal_alignment,modal_alignment_share,specs_estimated,baseline_coord_aligned,baseline_z,baseline_binary_votes,max_abs_z_shift_from_baseline,sd_z_across_specs,min_rank,max_rank,rank_range,coord_raw_lop025,z_raw_lop025,rank_raw_lop025,coord_raw_lop050,z_raw_lop050,rank_raw_lop050,coord_raw_lop100,z_raw_lop100,rank_raw_lop100,coord_dedup_lop025,z_dedup_lop025,rank_dedup_lop025,coord_cap20_balanced_lop025,z_cap20_balanced_lop025,rank_cap20_balanced_lop025,coord_cap10_balanced_lop025,z_cap10_balanced_lop025,rank_cap10_balanced_lop025
1239,Fabián Ossandón Briceño,Partido de la Gente,1.0,Comité Partido de la Gente,1.0,no_alineado,1.0,6,0.164888069033623,0.4972866155952909,248,0.12851879203215794,0.048850680541870625,88,90,2,0.164888069033623,0.4972866155952909,89,0.131537303328514,0.4774264201763174,89,0.0961235165596008,0.4261604595032237,89,0.153864249587059,0.486126989899658,89,0.219273373484612,0.39252322770745174,90,0.131673917174339,0.368767823563133,88
1059,Ximena Ossandón Irarrázabal,Renovación Nacional,1.0,"Renovación Nacional, Evopoli e Independientes",1.0,oficialismo,1.0,6,-0.772552251815796,-0.7839874391525602,253,0.12536272748423483,0.0701070493990532,46,65,19,-0.772552251815796,-0.7839874391525602,61,-0.789813935756683,-0.7888212238764264,61,-0.711376965045929,-0.7178560098134984,65,-0.769565105438232,-0.7789688878259335,61,-0.720423400402069,-0.9056123624334771,51,-0.738291680812836,-0.909350166636795,46
1181,Nelson Venegas Salazar,Partido Socialista,1.0,"Socialista, Liberal, Radical e Independientes",1.0,oposicion,1.0,6,0.628968894481659,1.1315826958126978,258,0.12503587488164913,0.04502182687815975,120,122,2,0.628968894481659,1.1315826958126978,122,0.579314172267914,1.0928230043484908,122,0.505787432193756,1.0065468209310486,120,0.626898407936096,1.1341825888408152,122,0.71892249584198,1.0827589785785043,121,0.593844771385193,1.0477704009980038,121
1153,Coca Ericka Ñanco Vásquez,Frente Amplio,1.0,Frente Amplio,1.0,oposicion,1.0,6,0.751131236553192,1.298551660004104,163,0.12234798124295287,0.05408336214995317,134,140,6,0.751131236553192,1.298551660004104,134,0.726286649703979,1.2948128051966377,134,0.769304692745209,1.3798816893148886,140,0.750555813312531,1.3035929210342136,134,0.956989765167236,1.4116348497603806,139,0.847819447517395,1.420899641247057,139
1227,Claudia Mora Vega,Renovación Nacional,1.0,"Renovación Nacional, Evopoli e Independientes",1.0,oficialismo,1.0,6,-0.751799643039703,-0.7556232024094175,263,0.12022067273093717,0.06596874190142457,56,68,12,-0.751799643039703,-0.7556232024094175,67,-0.767176389694214,-0.7577095933139084,67,-0.689763784408569,-0.6872357994647746,68,-0.749023199081421,-0.7508265281411314,67,-0.698874533176422,-0.8758438751403547,56,-0.704642832279205,-0.8599146501521762,56
1117,Nathalie Castillo Rojas,Partido Comunista,1.0,Comité Comunista e Independientes,1.0,oposicion,1.0,6,0.920069932937622,1.5294535784581365,231,0.12000568365883169,0.05911600430833857,144,148,4,0.920069932937622,1.5294535784581365,146,0.984335660934448,1.6494592621169681,148,0.933936953544617,1.6131224390428562,145,0.918340563774109,1.5334576042382104,146,1.0,1.4710509487917718,144,0.96023428440094,1.5860549367192893,145
1039,Pamela Jiles Moreno,Partido de la Gente,1.0,Comité Partido de la Gente,1.0,no_alineado,1.0,6,0.170654118061066,0.5051675322285466,257,0.11784910847151997,0.048250700838670016,89,90,1,0.170654118061066,0.5051675322285466,90,0.136965155601501,0.48488612160327843,90,0.100090242922306,0.4317802707498805,90,0.159877717494965,0.4943654257038985,90,0.218151658773422,0.39097364508777577,89,0.14430059492588,0.38731842375702663,89
1210,Gustavo Gatica Villarroel,Independientes,1.0,Comité Comunista e Independientes,1.0,oposicion,1.0,6,0.932657659053802,1.5466582223402343,263,0.11769260068893894,0.060091747689168466,144,151,7,0.932657659053802,1.5466582223402343,150,0.893418252468109,1.5245080498212222,144,0.970096349716187,1.6643508230291733,146,0.931266307830811,1.5511658408604063,150,1.0,1.4710509487917718,151,0.967548906803131,1.5968012817533805,151
1146,José Carlos Meza Pereira,Partido Republicano,1.0,Comité Partido Republicano,1.0,oficialismo,1.0,6,-0.969318866729736,-1.0529239814823728,249,0.11542248732070737,0.057979683691424484,29,44,15,-0.969318866729736,-1.0529239814823728,36,-0.972003281116486,-1.039210890213034,36,-0.979489326477051,-1.0977009313852464,29,-0.971850693225861,-1.0560996307904769,36,-0.75407487154007,-0.9520998821938752,44,-0.757453203201294,-0.9375014941616654,44
1025,Catalina Del Real Mihovilovic,Partido Republicano,1.0,Comité Partido Republicano,1.0,oficialismo,1.0,6,-0.979113221168518,-1.0663107026915104,227,0.1126424476574136,0.05436073476779732,27,41,14,-0.979113221168518,-1.0663107026915104,34,-0.980365455150604,-1.0507033403457045,34,-0.985662400722504,-1.1064465591142498,27,-0.980300903320312,-1.0676763972190384,34,-0.769879937171936,-0.9739336468415685,40,-0.768457293510437,-0.9536682550340968,41
