"spec_id","vote_id","boletin","fecha","minority_share_binary","binary_participation_share","spread_1d","midpoint_1d","gmp","apre"
"dedup_lop025","88947","18216-05","2026-05-20",0.456376,0.96129,-0.780520141124725,-0.568271696567535,0.914050936698914,0.926470588235294
"dedup_lop025","88948","18216-05","2026-05-20",0.419118,0.877419,-1.59608817100525,-0.653831899166107,0.962217032909393,0.982456140350877
"dedup_lop025","88949","18216-05","2026-05-20",0.446667,0.967742,-1.05857479572296,0.0585748478770256,0.949117839336395,0.955223880597015
"dedup_lop025","88950","18216-05","2026-05-20",0.5,0.980645,-1.43083798885345,-0.430838018655777,0.989129722118378,0.986842105263158
"dedup_lop025","88951","18216-05","2026-05-20",0.486842,0.980645,-1.16380190849304,-0.163801923394203,0.969801783561707,0.986486486486487
"dedup_lop025","88952","18216-05","2026-05-20",0.418301,0.987097,-1.17478597164154,0.174785956740379,0.950876295566559,1
"dedup_lop025","88953","18216-05","2026-05-20",0.371622,0.954839,-0.675844728946686,0.196832090616226,0.88433039188385,0.909090909090909
"dedup_lop025","88954","18216-05","2026-05-20",0.496644,0.96129,-0.543989956378937,-0.278344124555588,0.923176229000092,0.959459459459459
"dedup_lop025","88955","18216-05","2026-05-20",0.486842,0.980645,-0.592613637447357,-0.222621619701385,0.933040857315063,0.972972972972973
"dedup_lop025","88956","18216-05","2026-05-20",0.480263,0.980645,-0.803068876266479,-0.192381739616394,0.956453859806061,0.986301369863014
"dedup_lop025","88957","18216-05","2026-05-20",0.493333,0.967742,-0.679260730743408,-0.334996700286865,0.950283110141754,0.972972972972973
"dedup_lop025","88958","18216-05","2026-05-20",0.390728,0.974194,0.475837469100952,0.145679906010628,0.850774526596069,0.711864406779661
"dedup_lop025","88959","18216-05","2026-05-20",0.410596,0.974194,0.819144785404205,0.115301392972469,0.907973825931549,0.887096774193548
"dedup_lop025","88960","18216-05","2026-05-20",0.368421,0.980645,0.535187065601349,0.223374724388123,0.851718723773956,0.75
"dedup_lop025","88961","18216-05","2026-05-20",0.44,0.967742,0.692857563495636,-0.00937099941074848,0.920529782772064,0.954545454545455
"dedup_lop025","88962","18216-05","2026-05-20",0.496732,0.987097,1.43038320541382,-0.430383175611496,0.989106059074402,0.986842105263158
"dedup_lop025","88963","18216-05","2026-05-20",0.411765,0.987097,0.48503452539444,0.0970681309700012,0.85791152715683,0.777777777777778
"dedup_lop025","88964","18216-05","2026-05-20",0.431373,0.987097,0.566981852054596,0.0420978330075741,0.888195991516113,0.878787878787879
"dedup_lop025","88965","18216-05","2026-05-20",0.073826,0.96129,0.240000009536743,1,0.600590407848358,0
"dedup_lop025","88966","18216-05","2026-05-20",0.369128,0.96129,0.461136698722839,0.191857606172562,0.845383167266846,0.745454545454545
"dedup_lop025","88967","18216-05","2026-05-20",0.453947,0.980645,1.05422246456146,-0.0542224459350109,0.971784651279449,1
"dedup_lop025","88968","18216-05","2026-05-20",0.430464,0.974194,0.4745814204216,0.00343941454775631,0.870396196842194,0.907692307692308
"dedup_lop025","88969","18216-05","2026-05-20",0.414474,0.980645,0.520598888397217,0.102990753948689,0.865454435348511,0.80952380952381
"dedup_lop025","88970","18216-05","2026-05-20",0.463576,0.974194,1.08405339717865,-0.0840534344315529,0.970589995384216,0.971428571428571
"dedup_lop025","88971","18216-05","2026-05-20",0.46,0.967742,1.07314908504486,-0.0731490701436996,0.972092509269714,1
"dedup_lop025","88972","18216-05","2026-05-20",0.473684,0.980645,0.729263186454773,-0.128773361444473,0.945185482501984,0.944444444444444
"dedup_lop025","88973","18216-05","2026-05-20",0.477124,0.987097,0.72929048538208,-0.146819517016411,0.943899571895599,0.945205479452055
"dedup_lop025","88974","18216-05","2026-05-20",0.464052,0.987097,-0.755533874034882,-0.0747742727398872,0.935677111148834,0.943661971830986
"dedup_lop025","88975","18216-05","2026-05-20",0.496689,0.974194,-0.510372340679169,-0.349371194839478,0.904936850070953,0.933333333333333
"dedup_lop025","88976","18216-05","2026-05-20",0.437908,0.987097,-0.454896450042725,0.012791158631444,0.863129913806915,0.880597014925373
"dedup_lop025","88977","18216-05","2026-05-20",0.493421,0.980645,-1.20472323894501,-0.204723209142685,0.988769292831421,1
"dedup_lop025","88978","18216-05","2026-05-20",0.463576,0.974194,-0.929199516773224,-0.0601499639451504,0.94586592912674,0.957142857142857
"dedup_lop025","88979","18216-05","2026-05-20",0.467105,0.980645,-0.829156637191772,-0.0678751021623611,0.939850211143494,0.929577464788732
"dedup_lop025","88980","18216-05","2026-05-20",0.450331,0.974194,-1.03249001502991,0.0324899926781654,0.952835738658905,0.970588235294118
"dedup_lop025","88981","18216-05","2026-05-20",0.38255,0.96129,0.519420444965363,0.164002925157547,0.864616751670837,0.701754385964912
