vote_id,boletin,fecha,topic_primary,topic_secondary,topic_method,topic_confidence,topic_source_layer,taxonomy_version,tipo_votacion_proyecto,resultado
89817,18525-06,2026-08-18,Gobierno interior y descentralización,,institucional_destinacion,0.97,period_project,institutional-hybrid-v0.3,Particular,Unánime
89842,15387-12,2026-08-18,Medio ambiente,,institucional_destinacion,0.97,inherited_rollcall_project,institutional-hybrid-v0.3,General,Aprobado
89843,12786-12,2026-08-18,Medio ambiente,Agricultura y mundo rural,institucional_destinacion,0.97,inherited_rollcall_project,institutional-hybrid-v0.3,General,Unánime
89844,12786-12,2026-08-18,Medio ambiente,Agricultura y mundo rural,institucional_destinacion,0.97,inherited_rollcall_project,institutional-hybrid-v0.3,General,Unánime
89862,18429-10,2026-08-19,Relaciones exteriores,,institucional_destinacion,0.97,period_project,institutional-hybrid-v0.3,Única,Aprobado
89863,18189-14,2026-08-19,Vivienda y territorio,,institucional_destinacion,0.97,period_project,institutional-hybrid-v0.3,General,Aprobado
89864,18189-14,2026-08-19,Vivienda y territorio,,institucional_destinacion,0.97,period_project,institutional-hybrid-v0.3,Particular,Aprobado
89865,18189-14,2026-08-19,Vivienda y territorio,,institucional_destinacion,0.97,period_project,institutional-hybrid-v0.3,Particular,Aprobado
89866,16397-15,2026-08-19,Transportes y telecomunicaciones,,institucional_destinacion,0.97,inherited_rollcall_project,institutional-hybrid-v0.3,General,Aprobado
89867,17324-33,2026-08-19,Agua y recursos hídricos,Agricultura y mundo rural,institucional_destinacion,0.97,inherited_rollcall_project,institutional-hybrid-v0.3,General,Aprobado
89928,17818-24,2026-09-01,Cultura y comunicaciones,,institucional_destinacion,0.97,inherited_rollcall_project,institutional-hybrid-v0.3,General,Aprobado
89929,17818-24,2026-09-01,Cultura y comunicaciones,,institucional_destinacion,0.97,inherited_rollcall_project,institutional-hybrid-v0.3,Particular,Unánime
89930,17818-24,2026-09-01,Cultura y comunicaciones,,institucional_destinacion,0.97,inherited_rollcall_project,institutional-hybrid-v0.3,Particular,Unánime
89931,17818-24,2026-09-01,Cultura y comunicaciones,,institucional_destinacion,0.97,inherited_rollcall_project,institutional-hybrid-v0.3,Particular,Unánime
89932,17662-07,2026-09-01,Seguridad,Constitución y justicia,institucional_trayectoria,0.94,inherited_rollcall_project,institutional-hybrid-v0.3,General,Aprobado
89933,17662-07,2026-09-01,Seguridad,Constitución y justicia,institucional_trayectoria,0.94,inherited_rollcall_project,institutional-hybrid-v0.3,Particular,Unánime
89934,17662-07,2026-09-01,Seguridad,Constitución y justicia,institucional_trayectoria,0.94,inherited_rollcall_project,institutional-hybrid-v0.3,Particular,Unánime
89935,17914-13,2026-09-01,Trabajo y seguridad social,,institucional_destinacion,0.97,inherited_rollcall_project,institutional-hybrid-v0.3,General,Aprobado
89936,17914-13,2026-09-01,Trabajo y seguridad social,,institucional_destinacion,0.97,inherited_rollcall_project,institutional-hybrid-v0.3,Particular,Aprobado
89937,15295-07,2026-09-01,Seguridad,Constitución y justicia,hibrido_institucional_texto,0.749,inherited_rollcall_project,institutional-hybrid-v0.3,General,Aprobado
