boletin,sequence,commission,topic_proxy,is_origin_proxy,is_transversal,source_type,first_seen_date,etapa,evidence_event,source_url
18575-11,1,Educación,Educación,0,0,evento_tramitacion,2026-08-19,Primer trámite constitucional / C. Diputados,"Oficio N° 21.490. Comunica a la Comisión de Salud el acuerdo de la Sala para remitir el proyecto de ley, con posterioridad a su informe, a las Comisiones de Educación y Hacienda (en lo que corresponda).",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19260&prmBOLETIN=18575-11
18575-11,2,Hacienda,Economía y hacienda,0,1,evento_tramitacion,2026-08-19,Primer trámite constitucional / C. Diputados,"Oficio N° 21.490. Comunica a la Comisión de Salud el acuerdo de la Sala para remitir el proyecto de ley, con posterioridad a su informe, a las Comisiones de Educación y Hacienda (en lo que corresponda).",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19260&prmBOLETIN=18575-11
18575-11,3,Salud,Salud,1,0,evento_tramitacion,2026-08-19,Primer trámite constitucional / C. Diputados,"Oficio N° 21.490. Comunica a la Comisión de Salud el acuerdo de la Sala para remitir el proyecto de ley, con posterioridad a su informe, a las Comisiones de Educación y Hacienda (en lo que corresponda).",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19260&prmBOLETIN=18575-11
18588-13,1,Trabajo y Seguridad Social,Trabajo y seguridad social,1,0,sufijo_boletin,2026-08-05,destinación inicial,Código de destinación del boletín: 13,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19270&prmBOLETIN=18588-13
18567-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-08-06,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19252&prmBOLETIN=18567-07
18568-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-08-06,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19253&prmBOLETIN=18568-07
18569-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-08-06,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19254&prmBOLETIN=18569-06
18570-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-08-06,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19251&prmBOLETIN=18570-07
18576-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-08-06,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19259&prmBOLETIN=18576-06
18599-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-08-06,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19286&prmBOLETIN=18599-06
18599-06,2,Trabajo y Seguridad Social,Trabajo y seguridad social,0,0,evento_tramitacion,2026-08-19,Primer trámite constitucional / C. Diputados,"Oficio N°21.525. Comunica que la Cámara acordó remitir el proyecto de ley, luego de la comisión matriz, a la Comisión de Trabajo y Seguridad Social.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19286&prmBOLETIN=18599-06
18573-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-08-07,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19257&prmBOLETIN=18573-25
18574-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-08-07,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19258&prmBOLETIN=18574-25
18583-14,1,"Vivienda, Desarrollo Urbano",Vivienda y territorio,1,0,sufijo_boletin,2026-08-07,destinación inicial,Código de destinación del boletín: 14,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19273&prmBOLETIN=18583-14
18558-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-08-10,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19241&prmBOLETIN=18558-25
18559-37,1,"Cultura, Patrimonio, Artes, Deportes y Recreación","Cultura, patrimonio y deporte",1,0,sufijo_boletin,2026-08-10,destinación inicial,Código de destinación del boletín: 37,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19249&prmBOLETIN=18559-37
18561-36,1,"Familia, Infancia y Adolescencia","Familia, infancia y adolescencia",1,0,sufijo_boletin,2026-08-10,destinación inicial,Código de destinación del boletín: 36,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19240&prmBOLETIN=18561-36
18586-11,1,Salud,Salud,1,0,sufijo_boletin,2026-08-10,destinación inicial,Código de destinación del boletín: 11,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19275&prmBOLETIN=18586-11
18587-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-08-10,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19272&prmBOLETIN=18587-06
18589-08,1,Minería y Energía,Minería y energía,1,0,evento_tramitacion,2026-08-18,Primer trámite constitucional / C. Diputados,"Oficio N° 21514. Comunica a la Comisión de Minería y Energía el acuerdo de la Sala, en orden a remitir el proyecto de ley a la Comisión de Medio Ambiente y Recursos Naturales, con posterioridad a su despacho.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19276&prmBOLETIN=18589-08
18589-08,2,Medio Ambiente y Recursos Naturales,Medio ambiente,0,0,evento_tramitacion,2026-08-18,Primer trámite constitucional / C. Diputados,"Oficio N° 21514. Comunica a la Comisión de Minería y Energía el acuerdo de la Sala, en orden a remitir el proyecto de ley a la Comisión de Medio Ambiente y Recursos Naturales, con posterioridad a su despacho.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19276&prmBOLETIN=18589-08
18590-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-08-10,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19271&prmBOLETIN=18590-07
18601-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-08-10,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19290&prmBOLETIN=18601-06
18560-35,1,Personas Mayores y Discapacidad,Personas mayores y discapacidad,1,0,sufijo_boletin,2026-08-11,destinación inicial,Código de destinación del boletín: 35,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19250&prmBOLETIN=18560-35
18571-08,1,Minería y Energía,Minería y energía,1,0,sufijo_boletin,2026-08-11,destinación inicial,Código de destinación del boletín: 08,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19255&prmBOLETIN=18571-08
18572-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-08-11,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19256&prmBOLETIN=18572-07
18591-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-08-11,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19269&prmBOLETIN=18591-07
18592-03,1,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, comercio y consumidores",1,0,sufijo_boletin,2026-08-11,destinación inicial,Código de destinación del boletín: 03,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19279&prmBOLETIN=18592-03
18593-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-08-11,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19278&prmBOLETIN=18593-07
18594-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-08-11,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19277&prmBOLETIN=18594-25
18595-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,evento_tramitacion,2026-08-19,Primer trámite constitucional / C. Diputados,"Oficio N° 21.513. Comunica a la Comisión de Trabajo y Seguridad Social el acuerdo de la Sala en orden a remitirle el proyecto de ley, una vez que sea despachado por la Comisión de Constitución, Legislación, Justicia y Reglamento..",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19274&prmBOLETIN=18595-07
18595-07,2,Trabajo y Seguridad Social,Trabajo y seguridad social,0,0,evento_tramitacion,2026-08-19,Primer trámite constitucional / C. Diputados,"Oficio N° 21.513. Comunica a la Comisión de Trabajo y Seguridad Social el acuerdo de la Sala en orden a remitirle el proyecto de ley, una vez que sea despachado por la Comisión de Constitución, Legislación, Justicia y Reglamento..",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19274&prmBOLETIN=18595-07
18596-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-08-11,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19280&prmBOLETIN=18596-06
18602-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-08-11,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19291&prmBOLETIN=18602-07
18603-13,1,Salud,Salud,0,0,evento_tramitacion,2026-08-19,Primer trámite constitucional / C. Diputados,"Oficio N° 21526. Comunica a la Comisión de Trabajo y Seguridad Social el acuerdo de la Sala, en orden a remitir a la Comisión de Salud, el proyecto de ley, con posterioridad a su despacho.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19293&prmBOLETIN=18603-13
18603-13,2,Trabajo y Seguridad Social,Trabajo y seguridad social,1,0,evento_tramitacion,2026-08-19,Primer trámite constitucional / C. Diputados,"Oficio N° 21526. Comunica a la Comisión de Trabajo y Seguridad Social el acuerdo de la Sala, en orden a remitir a la Comisión de Salud, el proyecto de ley, con posterioridad a su despacho.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19293&prmBOLETIN=18603-13
18604-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-08-11,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19282&prmBOLETIN=18604-07
18577-03,1,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, comercio y consumidores",1,0,sufijo_boletin,2026-08-12,destinación inicial,Código de destinación del boletín: 03,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19264&prmBOLETIN=18577-03
18578-37,1,"Cultura, Patrimonio, Artes, Deportes y Recreación","Cultura, patrimonio y deporte",1,0,sufijo_boletin,2026-08-12,destinación inicial,Código de destinación del boletín: 37,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19261&prmBOLETIN=18578-37
18579-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-08-12,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19262&prmBOLETIN=18579-07
18580-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-08-12,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19263&prmBOLETIN=18580-07
18600-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-08-12,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19287&prmBOLETIN=18600-06
18605-15,1,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,1,0,sufijo_boletin,2026-08-12,destinación inicial,Código de destinación del boletín: 15,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19289&prmBOLETIN=18605-15
18606-08,1,Minería y Energía,Minería y energía,1,0,sufijo_boletin,2026-08-12,destinación inicial,Código de destinación del boletín: 08,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19288&prmBOLETIN=18606-08
18610-07,1,Hacienda,Economía y hacienda,0,1,evento_tramitacion,2026-08-19,Primer trámite constitucional / C. Diputados,"Oficio N° 21529. Comunica a la Comisión de Constitución, Legislación, Justicia y Reglamento el acuerdo de la Sala, en orden a remitir el proyecto de ley a la Comisión de Hacienda, con posterioridad a su despacho.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19285&prmBOLETIN=18610-07
18610-07,2,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,evento_tramitacion,2026-08-19,Primer trámite constitucional / C. Diputados,"Oficio N° 21529. Comunica a la Comisión de Constitución, Legislación, Justicia y Reglamento el acuerdo de la Sala, en orden a remitir el proyecto de ley a la Comisión de Hacienda, con posterioridad a su despacho.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19285&prmBOLETIN=18610-07
18611-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-08-12,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19292&prmBOLETIN=18611-07
18581-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-08-13,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19265&prmBOLETIN=18581-07
18582-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-08-13,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19266&prmBOLETIN=18582-07
18612-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,evento_tramitacion,2026-08-19,Primer trámite constitucional / C. Diputados,"Oficio N° 21523. Comunica a la Comisión de Seguridad Ciudadana el acuerdo de la Sala, en orden a asignarle el proyecto de ley, radicado inicialmente en la Comisión de Constitución, Legislación, Justicia y Reglamento.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19283&prmBOLETIN=18612-07
18612-07,2,Seguridad Ciudadana,Seguridad,0,0,evento_tramitacion,2026-08-19,Primer trámite constitucional / C. Diputados,"Oficio N° 21523. Comunica a la Comisión de Seguridad Ciudadana el acuerdo de la Sala, en orden a asignarle el proyecto de ley, radicado inicialmente en la Comisión de Constitución, Legislación, Justicia y Reglamento.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19283&prmBOLETIN=18612-07
18584-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-08-17,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19267&prmBOLETIN=18584-25
18585-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-08-17,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19268&prmBOLETIN=18585-25
18597-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-08-18,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19281&prmBOLETIN=18597-07
18607-15,1,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,1,0,sufijo_boletin,2026-08-19,destinación inicial,Código de destinación del boletín: 15,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19294&prmBOLETIN=18607-15
18608-09,1,Obras Públicas,Infraestructura y obras públicas,1,0,sufijo_boletin,2026-08-19,destinación inicial,Código de destinación del boletín: 09,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19295&prmBOLETIN=18608-09
18609-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-08-19,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19299&prmBOLETIN=18609-07
18613-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-08-19,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19296&prmBOLETIN=18613-07
18614-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-08-19,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19297&prmBOLETIN=18614-06
18615-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-08-19,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19298&prmBOLETIN=18615-07
18616-03,1,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, comercio y consumidores",1,0,sufijo_boletin,2026-08-19,destinación inicial,Código de destinación del boletín: 03,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19300&prmBOLETIN=18616-03
18617-15,1,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,1,0,sufijo_boletin,2026-08-19,destinación inicial,Código de destinación del boletín: 15,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19301&prmBOLETIN=18617-15
18619-04,1,Educación,Educación,1,0,sufijo_boletin,2026-08-19,destinación inicial,Código de destinación del boletín: 04,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19303&prmBOLETIN=18619-04
18618-19,1,Ciencia y Tecnología,Ciencia y tecnología,1,0,sufijo_boletin,2026-08-21,destinación inicial,Código de destinación del boletín: 19,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19302&prmBOLETIN=18618-19
18620-08,1,Minería y Energía,Minería y energía,1,0,sufijo_boletin,2026-08-27,destinación inicial,Código de destinación del boletín: 08,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19304&prmBOLETIN=18620-08
18621-34,1,Mujeres y Equidad de Género,Mujeres y género,1,0,sufijo_boletin,2026-08-31,destinación inicial,Código de destinación del boletín: 34,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19305&prmBOLETIN=18621-34
18623-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-09-01,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19307&prmBOLETIN=18623-07
18624-36,1,"Familia, Infancia y Adolescencia","Familia, infancia y adolescencia",1,0,sufijo_boletin,2026-09-02,destinación inicial,Código de destinación del boletín: 36,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19308&prmBOLETIN=18624-36
18625-15,1,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,1,0,sufijo_boletin,2026-09-02,destinación inicial,Código de destinación del boletín: 15,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19309&prmBOLETIN=18625-15
18626-17,1,Derechos Humanos y Pueblos Originarios,Derechos humanos,1,0,sufijo_boletin,2026-09-02,destinación inicial,Código de destinación del boletín: 17,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19310&prmBOLETIN=18626-17
18628-10,1,Relaciones Exteriores,Relaciones exteriores,1,0,sufijo_boletin,2026-09-02,destinación inicial,Código de destinación del boletín: 10,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19311&prmBOLETIN=18628-10
