boletin,project_id,fecha_ingreso,origen_iniciativa,titulo,document_type,event_label,source_url,resolved_url,mime_type,extraction_method,pages_total,units_examined,raw_chars,cleaned_chars,text_quality,text_sha256,synced_at
18522-10,19203,2026-08-03,ejecutivo,"Aprueba el Acuerdo de servicios aéreos entre el Gobierno de la República de Chile y el Gobierno del Sultanato de Omán, suscrito en Kuala Lumpur, Malasia, el 24 de octubre de 2024",texto_mensaje,Texto del Mensaje.,https://www.camara.cl/verDoc.aspx?prmID=36937&prmTIPO=OFICIOPLEY,https://www.camara.cl/verDoc.aspx?prmID=36937&prmTIPO=OFICIOPLEY,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx_text,0,125,14138,14138,rica,976c553c9d5bcd2e25f611ee2175def54c96a4078e66239706bc09a4728b0de8,2026-09-02T15:11:56+00:00
18523-16,19215,2026-08-04,parlamentario,Modifica el Reglamento de la Cámara de Diputados para incorporar a la infancia y la adolescencia en la denominación de la Comisión de la Familia,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18762&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18762&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,5179,3494,rica,33325e7c7327cd4308e3826963f08afa7a6f5f09e4a5c4840b1e917aea3ea354,2026-09-02T15:11:57+00:00
18524-05,19204,2026-08-04,ejecutivo,Extiende vigencia y aumenta cobertura de la ley N° 21.748 y modifica normas que indica,texto_mensaje,Texto del Mensaje.,https://www.camara.cl/verDoc.aspx?prmID=36939&prmTIPO=OFICIOPLEY,https://www.camara.cl/verDoc.aspx?prmID=36939&prmTIPO=OFICIOPLEY,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx_text,0,166,17368,17368,rica,012226a8e0e8e6786277fe222ca661b313a484c24a5a8108a3a6d1f92f299fc3,2026-09-02T15:11:57+00:00
18525-06,19205,2026-08-04,ejecutivo,"Modifica la ley N° 21.802, que fortalece la institucionalidad municipal en materia de seguridad pública y prevención del delito",texto_mensaje,Texto del Mensaje.,https://www.camara.cl/verDoc.aspx?prmID=36940&prmTIPO=OFICIOPLEY,https://www.camara.cl/verDoc.aspx?prmID=36940&prmTIPO=OFICIOPLEY,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx_text,0,147,17467,17467,rica,50fc73f181c39fe74e46620c2c4d8dd776cb93dea50d4f92a06ccfae485b1d4f,2026-09-02T15:11:57+00:00
18526-07,19206,2026-07-30,parlamentario,"Establece una nueva causal de cesación en el cargo de diputado o senador y de otras autoridades que indica, por detección de consumo de sustancias estupefacientes o psicotrópicas de carácter ilícito, sin justificación médica",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18753&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18753&prmTIPO=INICIATIVA,application/pdf,pdf_text,3,3,5558,5558,rica,4933c9f4592d0521842bcff18937e5a0c586601f410c7fada80db8ab8bda9f1a,2026-09-02T15:11:53+00:00
18527-04,19210,2026-07-29,parlamentario,"Modifica la ley N°21.091, sobre educación superior, para que los establecimientos promuevan la inserción laboral y empleabilidad de sus egresados",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18757&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18757&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,6069,4286,rica,f0865884235c8221fbcd4367da821085f15560508817f47802a7eea4aec6e6d0,2026-09-02T15:11:50+00:00
18528-01,19208,2026-07-29,parlamentario,"Modifica la ley N°21.020, sobre tenencia responsable de mascotas y animales de compañía, para agravar las penas por abandonar animales en zonas rurales",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18755&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18755&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,6237,4595,rica,4c57e11e3ec935913ab28f2e6f0d23db0cbdb56a60333dae49be5a9a475af728,2026-09-02T15:11:50+00:00
18529-14,19207,2026-07-15,parlamentario,"Modifica la Ley General de Urbanismo y Construcciones, en materia de caminos locales emplazados en zonas rurales",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18754&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18754&prmTIPO=INICIATIVA,application/pdf,pdf_text,2,2,3095,3095,rica,8d59cf85451fe46c1dcdc7d0d86aa2ec93bfe9d4d8764952a57c9e7309c321f8,2026-09-02T15:11:30+00:00
18530-02,19209,2026-07-29,parlamentario,Modifica las sanciones a los delitos de espionaje y protege la información estratégica del Estado,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18756&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18756&prmTIPO=INICIATIVA,application/pdf,pdf_text,7,7,9335,6871,rica,f9bc472b2ee3b68d09621107f2c5ffe34baaa3eedde9c7ed55a686804255664d,2026-09-02T15:11:51+00:00
18531-03,19214,2026-07-28,parlamentario,Crea un marco de protección de activos estratégicos para la seguridad nacional y económica del país,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18761&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18761&prmTIPO=INICIATIVA,application/pdf,pdf_text,30,25,1954,1954,utilizable,37f06ebc265b695c8d5a7c29c9ffcdff0b20bba79c1535946b1cfeb4ebd30122,2026-09-02T15:11:49+00:00
18532-06,19223,2026-07-29,parlamentario,Rehabilita la nacionalidad chilena a Adolfo José Ochagavía Hubner,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18770&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18770&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,6999,5460,rica,e342892e2e6cd53297217625362dec2ba09601a51704e4f6d76c37da1fcf0471,2026-09-02T15:11:51+00:00
18533-07,19222,2026-07-29,parlamentario,"Sanciona la difusión pública de instrucciones para el abuso y la explotación sexual de niños, niñas y adolescentes y la apología de tales delitos",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18769&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18769&prmTIPO=INICIATIVA,application/pdf,pdf_text,7,7,7608,5905,rica,bccdd86379e642810b4d10bf96206a25ecc32432aa82f4c95947647c111bf261,2026-09-02T15:11:52+00:00
18534-13,19218,2026-07-30,parlamentario,Modifica el Código del Trabajo para extender la obligación de ofrecer trabajo a distancia o teletrabajo en casos de emergencia declarada por autoridad pública,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18765&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18765&prmTIPO=INICIATIVA,application/pdf,pdf_text,10,10,19479,17738,rica,c0d4b850d823fa2d60f1ab959e2cb5648fc770f99808fff38c093dc9ab59a2dc,2026-09-02T15:11:54+00:00
18535-07,19217,2026-07-30,parlamentario,Modifica el Código Civil para disponer la servidumbre legal de tránsito en casos que indica,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18764&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18764&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,10806,9095,rica,157b07251603c8e62d0a088b3b77c40f696040957afc40cef770dbe9453ed49a,2026-09-02T15:11:54+00:00
18536-07,19224,2026-07-31,parlamentario,Modifica el Código Penal para tipificar el delito de ofensa racial y agravar su pena en las circunstancias que indica,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18771&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18771&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,7338,5714,rica,23fa592280985abe31046ccb20fd4c064fe8c81db9da272a8e41bd5e10996f66,2026-09-02T15:11:55+00:00
18537-06,19221,2026-07-31,parlamentario,Tipifica la simulacion al celebrar de matrimonios o acuerdos de unión civil con fines migratorios,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18768&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18768&prmTIPO=INICIATIVA,application/pdf,pdf_text,7,7,8022,6390,rica,55cfdf89ae0f4e202b7f06904c6fb4b6bf0b98c954c70d647c25d42e532073f4,2026-09-02T15:11:55+00:00
18538-07,19226,2026-07-22,parlamentario,Regula la tramitación de las acciones constitucionales de protección y de amparo,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18773&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18773&prmTIPO=INICIATIVA,application/pdf,pdf_text,22,22,48721,48721,rica,ba6cd3002692e1c65070ef9a531cedd399048ed4a60ef83d0e5e77bef5c81378,2026-09-02T15:11:43+00:00
18539-21,19228,2026-08-04,parlamentario,"Modifica diversos cuerpos legales, con el objeto de tipificar nuevos delitos en el sector pesquero y de regular técnicas especiales de investigación",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18775&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18775&prmTIPO=INICIATIVA,application/pdf,pdf_text,8,8,15830,15830,rica,ed430f040999225d402c061d3d526f0699993df38fc10c5127fb5923ff4e493a,2026-09-02T15:11:58+00:00
18540-06,19216,2026-08-03,parlamentario,"Modifica la ley N°19.638, sobre constitución jurídica de las iglesias y organizaciones religiosas, para simplificar la obtención de la personalidad jurídica de las entidades religiosas y garantizar su igualdad de trato ante los órganos del Estado.",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18763&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18763&prmTIPO=INICIATIVA,application/pdf,pdf_text,9,9,15665,12835,rica,2ead66a746bf1f46ac99563f7198c4effa9273eff5dbbfe5e73e8259b5d5363c,2026-09-02T15:11:56+00:00
18541-06,19219,2026-08-04,parlamentario,Modifica el Código Penal para incorporar una agravante en caso de robo o hurto cometido durante situaciones de desastre natural o evacuación preventiva,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18766&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18766&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,4866,3026,rica,b258ec38bbe1e5aa08cfdf025f76792f2a7f375d0f56f5f209f023ae3f9a74b7,2026-09-02T15:11:58+00:00
18542-29,19225,2026-08-04,parlamentario,"Modifica la ley N°19.712, del deporte, para promover la difusión de las disciplinas deportivas en los medios de comunicación social",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18772&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18772&prmTIPO=INICIATIVA,application/pdf,pdf_text,18,18,25472,23327,rica,65d538329a546a5bcad09f307ff0b33fe72b822eea6d9beca660000fb09903f8,2026-09-02T15:11:59+00:00
18543-35,19220,2026-08-04,parlamentario,Fomenta el acceso y participación de personas mayores en actividades económicas,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18767&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18767&prmTIPO=INICIATIVA,application/pdf,pdf_text,21,21,30765,29186,rica,484291e1318f4571cc9d46109cac5334e8edbbb34d885d28c865a85f8e3c841b,2026-09-02T15:12:00+00:00
18544-06,19244,2026-08-04,parlamentario,Sanciona la celebración de matrimonios y acuerdos de unión civil destinados a obtener beneficios estatales o residencia en el país,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18791&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18791&prmTIPO=INICIATIVA,application/pdf,pdf_text,7,7,11207,9503,rica,abe01e39226e2718322eb04e495267375c421fe9bc616e98478c139eef75a4ed,2026-09-02T15:12:00+00:00
18545-07,19243,2026-08-04,parlamentario,Modifica la Constitución Política para establecer un estatuto especial de aplicación de la ley penal a imputados rebeldes,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18790&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18790&prmTIPO=INICIATIVA,application/pdf,pdf_text,7,7,9077,7367,rica,9589eb5ae832b1f257c0be81ffedd9519a5b8ca3a9b9ed35b80480cc7bdcbf94,2026-09-02T15:12:01+00:00
18546-34,19229,2026-08-04,parlamentario,"Modifica diversos cuerpos legales, con el objeto de regular la gestación por subrogación altruista",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18776&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18776&prmTIPO=INICIATIVA,application/pdf,pdf_text,14,14,35085,35085,rica,de69b5b1a1a69ae14b065b9fe44dd2c56376ead40df9cd97aaa9f935165f349f,2026-09-02T15:12:01+00:00
18547-35,19232,2026-08-04,parlamentario,"Establece una ley marco para la atención temprana de niños y niñas con discapacidad, rezago del desarrollo o factores de riesgo asociados",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18779&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18779&prmTIPO=INICIATIVA,application/pdf,pdf_text,20,20,36167,36167,rica,807dda8f98f7e5747c7a57d6298143ddad529098b362595779ce2287ed5c05e9,2026-09-02T15:12:02+00:00
18548-11,19230,2026-08-04,parlamentario,"Modifica la ley N° 19.664, con el objeto de establecer la movilidad territorial exclusiva entre zonas extremas y territorios especiales del país para los médicos que deben cumplir su período asistencial obligatorio",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18777&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18777&prmTIPO=INICIATIVA,application/pdf,pdf_text,2,2,3515,3515,rica,43b60c0f0acb1eda4d1542d4d84338c20e3bcee9b1b83230ebec52b2471feda5,2026-09-02T15:12:02+00:00
18549-15,19231,2026-08-04,parlamentario,"Modifica la Ley de Tránsito, con el objeto de establecer nuevo requisito para obtener la licencia de conducir",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18778&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18778&prmTIPO=INICIATIVA,application/pdf,pdf_text,2,2,2733,2733,rica,d0be3c4499c671253b0255a8b652975881ccfe749a7036986559791266bb69e6,2026-09-02T15:12:03+00:00
18550-36,19233,2026-08-04,parlamentario,"Modifica la ley N° 20.066, con el objeto de establecer entrevistas videograbadas en resguardo de las víctimas de violencia intrafamiliar",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18780&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18780&prmTIPO=INICIATIVA,application/pdf,pdf_text,3,3,3631,3631,rica,62bef84ce3805af9e04c58baddf3c64a91cf04b123047b7c00752aa115b1f218,2026-09-02T15:12:03+00:00
18551-04,19227,2026-08-05,ejecutivo,"Modifica la ley N° 21.040, que crea el sistema de educación pública, con la finalidad de ajustar la segunda etapa de instalación y el traspaso de los servicios locales de educación",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18774&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18774&prmTIPO=INICIATIVA,application/pdf,pdf_text,15,15,27936,27936,rica,2e94e3689e06033aa2fa8065e7104fcbca81122657fbe5b97bb79729157ca6e4,2026-09-02T15:12:04+00:00
18552-07,19234,2026-08-04,parlamentario,"Modifica el numeral 24° del artículo 19, con el objeto de consagrar la recuperación y uso social de los bienes inmuebles abandonados.",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18781&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18781&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,10170,10170,rica,47e88b4b289897a8c5a8cec108f8e34b85bac1bd7d5ee7c2039cc77d1a1a8365,2026-09-02T15:12:03+00:00
18553-11,19235,2026-08-05,parlamentario,"Modifica diversos cuerpos legales, con el objeto de regular la prevención, detección y atención oncológica en el sector privado",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18782&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18782&prmTIPO=INICIATIVA,application/pdf,pdf_text,26,25,47890,47890,rica,863c18174a5db44d8778eea53702b42df2004f464f68e63d2faab87bc3c6cb11,2026-09-02T15:12:05+00:00
18554-36,19236,2026-08-05,parlamentario,"Modifica diversos cuerpos legales, con el objeto de otorgar protección a los niños y niñas abandonados en establecimientos de salud",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18783&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18783&prmTIPO=INICIATIVA,application/pdf,pdf_text,9,9,20610,20610,rica,e1c8b7f007b2ccd16c0cf7122f8333cba97c46bfac3f516f0338543e07de2020,2026-09-02T15:12:05+00:00
18555-17,19237,2026-08-05,parlamentario,"Modifica la ley N° 20.405, del Instituto Nacional de Derechos Humanos, para incorporar la figura de los observadores de derechos humanos acreditados",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18784&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18784&prmTIPO=INICIATIVA,application/pdf,pdf_text,2,2,4199,4199,rica,44d1e396228c491e242c48be364ef80e3fb508b34fa7b24a9c50a3193eea5d84,2026-09-02T15:12:06+00:00
18556-13,19238,2026-08-05,parlamentario,"Modifica el Código del Trabajo, con el objeto de extender el permiso a que tienen derecho los trabajadores en el caso de fallecimiento de un hijo",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18785&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18785&prmTIPO=INICIATIVA,application/pdf,pdf_text,2,2,3075,3075,rica,a1b9ba9e90376b81bfba4a095aed0f19a8fabd772a024f397359ac3898badb3e,2026-09-02T15:12:06+00:00
18557-03,19239,2026-08-05,parlamentario,"Modifica diversos cuerpos legales, con el objeto de regular la revocación de autorizaciones de cobros recurrentes",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18786&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18786&prmTIPO=INICIATIVA,application/pdf,pdf_text,10,10,26033,26033,rica,0a059e898be91f30525b63bcbd6c932d848d3366da18a11cffeb0f68537412d8,2026-09-02T15:12:06+00:00
18558-25,19241,2026-08-10,parlamentario,"Modifica diversos cuerpos legales, con el objeto de establecer la obligación de entrega o puesta en ejecución de claves de descifrado, y de sancionar penalmente su incumplimiento",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18788&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18788&prmTIPO=INICIATIVA,application/pdf,pdf_text,7,7,15576,15576,rica,b6e75f806004c039a19e37e013e5b42801cdab841c23321ded90937bcb535264,2026-09-02T15:12:15+00:00
18559-37,19249,2026-08-10,parlamentario,"Autoriza erigir un monumento, en la región de Arica y Parinacota, en homenaje a &quot;La Cantinera&quot;, heroína de la Guerra del Pacífico",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18796&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18796&prmTIPO=INICIATIVA,application/pdf,pdf_text,3,3,5887,5887,rica,c0ef29367fb5a0563037758f6e75419659627d893c21da076dbcee019c9c297c,2026-09-02T15:12:15+00:00
18560-35,19250,2026-08-11,parlamentario,"Introduce modificaciones en la ley N° 21.545, que establece la promoción de la inclusión, la atención integral, y la protección de los derechos de las personas con trastorno del espectro autista en el ámbito social, de salud y educación, relativas a su implementación",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18797&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18797&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,8103,8103,rica,891253fcd3853f381c8f29986ca7d88bb027b610ad97c25703575fcdfe9e10d6,2026-09-02T15:12:19+00:00
18561-36,19240,2026-08-10,parlamentario,"Modifica diversos cuerpos legales, en materia de control y seguimiento de niñas y niños bajo el régimen de reunificación familiar.",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18787&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18787&prmTIPO=INICIATIVA,application/pdf,pdf_text,10,10,20126,20126,rica,6f7602028e9f42b437261f8ec71e93c57aa64f1a6231c330f507298751c15799,2026-09-02T15:12:16+00:00
18562-07,19248,2026-08-05,parlamentario,Establece controles obligatorios sobre consumo de drogas y una causal de cesación en el cargo de las autoridades y directivos superiores que indica,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18795&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18795&prmTIPO=INICIATIVA,application/pdf,pdf_text,7,7,9964,8239,rica,4cc896fb51cd82aa6de89c09bd7980acb4e95fd8c168d6e96da448104b7a9fe7,2026-09-02T15:12:07+00:00
18563-07,19246,2026-08-05,parlamentario,"Incorpora en el Código Penal el delito de apología pública a la discriminación, el maltrato y el abuso sexual en contra de niños, niñas, adolescentes y personas con discapacidad",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18793&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18793&prmTIPO=INICIATIVA,application/pdf,pdf_text,7,7,11561,11561,rica,56a74175eebeef5e5375c8a9384558d2b33f2ef2a281dca33267b6febdeb6d1d,2026-09-02T15:12:08+00:00
18564-07,19242,2026-08-05,parlamentario,Impide temporalmente el alza en el valor del avalúo fiscal de los inmuebles residenciales por la instalación de paneles solares,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18789&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18789&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,6652,1057,utilizable,486302d708a67846bcea85f8b1d49bf4779a2afa6c9a62eb6d5e8d19c7bb7758,2026-09-02T15:12:08+00:00
18565-03,19247,2026-08-05,parlamentario,Incrementa la información sobre cobros en estados de cuenta y el control de cargos recurrentes en medios de pago,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18794&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18794&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,9707,5140,rica,8da9d1cc85bad4045e0e793f9b39a05c0acd9d170f9404e5bbd6e4371370d2c5,2026-09-02T15:12:09+00:00
18566-07,19245,2026-08-05,parlamentario,Dispone un sistema general de control de consumo de drogas en las autoridades que indica,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18792&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18792&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,7547,5931,rica,38925851a1ea0b8e7961320aae85bfb37e5bb06e7a296476681bb72fcf05cbca,2026-09-02T15:12:09+00:00
18567-07,19252,2026-08-06,parlamentario,Modifica la Constitución Política para permitir a las Cámaras del Congreso Nacional solicitar el trámite de urgencia en la discusión de mociones,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18799&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18799&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,7827,2720,rica,38613c6578c337d66c612ad0b211c6ebc78f39d18edd2bcc234b4fafa7e5276c,2026-09-02T15:12:11+00:00
18568-07,19253,2026-08-06,parlamentario,Modifica el Código Penal para sancionar supuestos de acceso a sustancias o medicamentos abortivos,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18800&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18800&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,10948,9208,rica,e2437ca6c3268a923220611369937e1f410485508a09fe7aa755d390b8517156,2026-09-02T15:12:11+00:00
18569-06,19254,2026-08-06,parlamentario,"Modifica la ley N°20.000, que sanciona el tráfico ilícito de estupefacientes y sustancias sicotrópicas, para disponer como inhabilidad temporal para acceder a la función pública el haber patrocinado la defensa de imputados por infracciones a esa ley",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18801&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18801&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,7980,6006,rica,9627e8fea08da8d1cc8183954292925bcbf0b976ec299ac95265ffa919cc1666,2026-09-02T15:12:12+00:00
18570-07,19251,2026-08-06,parlamentario,Modifica la Constitución Política para incorporar al Fiscal Nacional y a los fiscales regionales del Ministerio Público como sujetos acusables constitucionalmente por notable abandono de deberes,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18798&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18798&prmTIPO=INICIATIVA,application/pdf,pdf_text,9,9,15453,13601,rica,6271c9e569b80be75c8c983a9ee22c517e2eda2a6267359ee035421defefb969,2026-09-02T15:12:12+00:00
18571-08,19255,2026-08-11,parlamentario,Establece obligaciones que indica para los exportadores de concentrado de cobre,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18802&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18802&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,10045,10045,rica,331909a4828f376f429f39bf51e64d89938d41e8ff9259658e59f57d9bcb5133,2026-09-02T15:12:20+00:00
18572-07,19256,2026-08-11,parlamentario,"Modifica el Código Penal, con el objeto de tipificar la incitación pública o apología a la explotación, abuso sexual o pornografía infantil, y consagrar una circunstancia agravante en el caso de que la víctima posea una condición de discapacidad o neurodivergencia",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18803&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18803&prmTIPO=INICIATIVA,application/pdf,pdf_text,3,3,5607,5607,rica,3a9b1ffdcbe0033c18da1b2e973bdfd946497354132d199516dca8231b7a7a8d,2026-09-02T15:12:20+00:00
18573-25,19257,2026-08-07,parlamentario,Autoriza al Presidente de la República para recompensar a quienes aporten antecedentes útiles para la investigación y sanción de delitos vinculados al crimen organizado,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18804&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18804&prmTIPO=INICIATIVA,application/pdf,pdf_text,7,7,10418,8956,rica,3d54566cbf7e799782b0ef2f0f7f40eb2cd9231ea9699ffbfd09dec0cddbd012,2026-09-02T15:12:14+00:00
