"diputado_id","diputado_nombre","n_success","baseline_coord","bootstrap_mean","bootstrap_sd","q025","q975","interval_width"
"1233","Ricardo Neumann Bertín",200,-0.869081258773804,-0.740938668549061,0.169789733076502,-1,-0.399719986319542,0.600280013680458
"1234","Mario Olavarría Rodríguez",200,-0.874890327453613,-0.732259536981583,0.167613994042052,-1,-0.412243626266718,0.587756373733282
"1235","Javier Olivares Avendaño",200,-0.417377352714539,-0.26294335444225,0.156349611602154,-0.524056693911552,0.0355494864284993,0.559606180340052
"1236","Paula Olmos Contreras",200,0.0167149901390076,0.0577690597543915,0.122846536093823,-0.214640946686268,0.239554001390934,0.454194948077202
"1237","Francisco Orrego Gutiérrez",200,-0.837105631828308,-0.667248277515173,0.145015957896567,-0.895994493365288,-0.398381066322327,0.497613427042961
"1238","Álvaro Ortiz Vera",200,0.273633152246475,0.298065292891115,0.12187690311479,0.0291368836537004,0.481260163336992,0.452123279683292
"1239","Fabián Ossandón Briceño",200,0.164888069033623,0.172720914584352,0.154497925516865,-0.17516005858779,0.417795811593533,0.592955870181322
"1240","Zandra Parisi Fernández",200,-0.109291799366474,-0.0267303954967065,0.115928022481035,-0.237395473942161,0.169900658354163,0.407296132296324
"1241","Patricio Pinilla Valencia",200,0.334697544574738,0.362292177258059,0.114938308886782,0.05975774936378,0.527584558725357,0.467826809361577
"1242","Rodrigo Ramírez Parra",200,-0.787695109844208,-0.658295070230961,0.195257251538836,-0.929984903335571,-0.331811577826738,0.598173325508833
"1243","Tamara Ramírez Ramírez",200,0.15030625462532,0.159654477917356,0.15576293296651,-0.188377300277352,0.407474510371685,0.595851810649037
"1244","Claudia Reyes Larenas",200,-0.94441020488739,-0.8038613063097,0.133981028595954,-0.987068249285221,-0.513660627603531,0.47340762168169
"1245","Alejandro Riquelme Ducci",200,-0.992548882961273,-0.897368884086609,0.138725639688714,-0.999765862524509,-0.547556309401989,0.452209553122521
"1246","José Antonio Rivas Villalobos",200,0.610677182674408,0.635366141311824,0.116197678708783,0.394912631809711,0.825836792588234,0.430924160778523
"1247","Javiera Rodríguez Pascual",200,-0.993116140365601,-0.897799379378557,0.138571078934839,-0.99993991702795,-0.547968079149723,0.451971837878227
"1248","Felipe Ross Correa",200,-1,-0.987563801109791,0.0327315525919747,-1,-0.85914293974638,0.14085706025362
"1249","Omar Sabat Guzmán",200,-0.8576340675354,-0.728555074185133,0.174332598445425,-0.997155869007111,-0.395716391503811,0.6014394775033
"1250","Bernardo Salinas Maya",200,0.921666145324707,0.931219204068184,0.0357437966299195,0.871809773147106,1,0.128190226852894
"1251","Macarena Santelices Cañas",200,-0.98512190580368,-0.876740135699511,0.131805561108889,-0.9955711171031,-0.533501893281937,0.462069223821163
"1252","Constanza Schonhaut Soto",200,0.762940287590027,0.782871110886335,0.0879828514790319,0.637005387246609,0.954239422082901,0.317234034836292
"1253","Fernando Ugarte Tejeda",200,-0.993116140365601,-0.897825117856264,0.138597690064127,-0.99993991702795,-0.547968079149723,0.451971837878227
"1254","Ignacio Urcullú Clèment-Lund",200,-0.993116140365601,-0.89782833173871,0.138583639267065,-0.99993991702795,-0.547968079149723,0.451971837878227
"1255","Eileen Urqueta Rojas",200,0.0800754055380821,0.0989908208599081,0.146307418009014,-0.239220322668552,0.326985302567482,0.566205625236034
"1256","Tatiana Urrutia Herrera",200,0.760322391986847,0.780857743695378,0.0878801647759012,0.63621773570776,0.954042223095894,0.317824487388134
"1257","Alejandra Valdebenito Torres",200,-0.784243583679199,-0.62331258058548,0.149521204567491,-0.84347972869873,-0.365604457259178,0.477875271439552
"1258","Guillermo Valdés Carmona",200,-0.0181336272507906,0.0306608855124796,0.121213639644618,-0.219280995056033,0.207412776723504,0.426693771779537
"1259","Juan Marcelo Valenzuela Henríquez",200,-0.21808123588562,-0.100309760996606,0.135078010809595,-0.336990892887115,0.158524576574564,0.495515469461679
"1260","César Valenzuela Maass",200,0.604683399200439,0.621953804325312,0.103160841185026,0.354716696590185,0.763052521646023,0.408335825055838
