deputy_id,deputy_name,term_start,party_at_term_start,electoral_party_slot,electoral_pact,basis,confidence,source_url_primary,source_url_secondary,source_note,frozen_on
1226,José Montalva Feuerhake,2026-03-11,Independientes,PARTIDO POR LA DEMOCRACIA,UNIDAD POR CHILE,bcn_biografia,high,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jos%C3%A9_Montalva_Feuerhake,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,"BCN: electo y asume el 11-03-2026 como independiente, en cupo PPD.",2026-09-02
1227,Claudia Mora Vega,2026-03-11,Renovación Nacional,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1227,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1228,Paulina Muñoz Minte,2026-03-11,Partido Nacional Libertario,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1228,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1229,Javier Muñoz Riquelme,2026-03-11,Partido Demócrata Cristiano,PARTIDO DEMOCRATA CRISTIANO,UNIDAD POR CHILE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1229,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1230,Alex Nahuelquin Nahuelquin,2026-03-11,Partido de la Gente,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1230,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1231,Ximena Naranjo Pinto,2026-03-11,Independientes,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,bcn_biografia,high,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ximena_Andrea_Naranjo_Pinto,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,BCN: electa en 2025 como independiente en cupo UDI.,2026-09-02
1232,Cristian Neira Martínez,2026-03-11,Partido Republicano,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1232,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1233,Ricardo Neumann Bertín,2026-03-11,Unión Demócrata Independiente,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1233,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1234,Mario Olavarría Rodríguez,2026-03-11,Unión Demócrata Independiente,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1234,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1235,Javier Olivares Avendaño,2026-03-11,Partido de la Gente,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1235,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1236,Paula Olmos Contreras,2026-03-11,Partido de la Gente,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1236,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1237,Francisco Orrego Gutiérrez,2026-03-11,Renovación Nacional,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1237,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1238,Álvaro Ortiz Vera,2026-03-11,Partido Demócrata Cristiano,PARTIDO DEMOCRATA CRISTIANO,UNIDAD POR CHILE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1238,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1239,Fabián Ossandón Briceño,2026-03-11,Partido de la Gente,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1239,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1240,Zandra Parisi Fernández,2026-03-11,Partido de la Gente,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1240,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1241,Patricio Pinilla Valencia,2026-03-11,Partido Demócrata Cristiano,PARTIDO DEMOCRATA CRISTIANO,UNIDAD POR CHILE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1241,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1242,Rodrigo Ramírez Parra,2026-03-11,Independientes,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,bcn_biografia,high,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rodrigo_Ram%C3%ADrez_Parra,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,"BCN: electo y asume el 11-03-2026 como independiente, en cupo RN.",2026-09-02
1243,Tamara Ramírez Ramírez,2026-03-11,Partido de la Gente,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1243,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1244,Claudia Reyes Larenas,2026-03-11,Partido Republicano,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1244,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1245,Alejandro Riquelme Ducci,2026-03-11,Partido Republicano,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1245,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1246,José Antonio Rivas Villalobos,2026-03-11,Partido Socialista,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1246,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1247,Javiera Rodríguez Pascual,2026-03-11,Partido Republicano,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1247,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1248,Felipe Ross Correa,2026-03-11,Partido Republicano,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1248,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1249,Omar Sabat Guzmán,2026-03-11,Independientes,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,bcn_biografia,high,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Omar_Sabat_Guzm%C3%A1n,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,"BCN: electo y asume el 11-03-2026 como independiente, en cupo UDI.",2026-09-02
1250,Bernardo Salinas Maya,2026-03-11,Independientes,PARTIDO COMUNISTA DE CHILE,UNIDAD POR CHILE,bcn_biografia,high,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Bernardo_Antonio_Salinas_Maya,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,"BCN: electo y asume el 11-03-2026 como independiente, en cupo PC.",2026-09-02
1251,Macarena Santelices Cañas,2026-03-11,Partido Republicano,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1251,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1252,Constanza Schonhaut Soto,2026-03-11,Frente Amplio,FRENTE AMPLIO,UNIDAD POR CHILE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1252,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1253,Fernando Ugarte Tejeda,2026-03-11,Partido Republicano,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1253,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1254,Ignacio Urcullú Clèment-Lund,2026-03-11,Partido Republicano,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1254,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1255,Eileen Urqueta Rojas,2026-03-11,Partido de la Gente,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1255,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1256,Tatiana Urrutia Herrera,2026-03-11,Frente Amplio,FRENTE AMPLIO,UNIDAD POR CHILE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1256,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1257,Alejandra Valdebenito Torres,2026-03-11,Unión Demócrata Independiente,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1257,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1258,Guillermo Valdés Carmona,2026-03-11,Partido de la Gente,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1258,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1259,Juan Marcelo Valenzuela Henríquez,2026-03-11,Partido de la Gente,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1259,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1260,César Valenzuela Maass,2026-03-11,Partido Socialista,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1260,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1261,Daniel Valenzuela Salazar,2026-03-11,Independientes,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,bcn_biografia,high,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Daniel_Valenzuela_Salazar,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,BCN: electo en 2025 como independiente en cupo RN.,2026-09-02
1262,Diego Vergara Rodríguez,2026-03-11,Partido Republicano,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1262,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
1263,Sebastián Zamora Soto,2026-03-11,Independientes,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,bcn_biografia,high,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sebasti%C3%A1n_Nicol%C3%A1s_Zamora_Soto,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,"BCN: electo y asume el 11-03-2026 como independiente, en cupo Republicano.",2026-09-02
1264,Fernando Zamorano Peralta,2026-03-11,Partido Por la Democracia,PARTIDO POR LA DEMOCRACIA,UNIDAD POR CHILE,servel_slot_camara_snapshot_concordance,medium,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1264,Cupo electoral Servel 2025 y partido reportado por la Cámara el 02-09-2026 coinciden. Estado de inicio congelado con confianza media hasta verificación biográfica directa.,2026-09-02
