deputy_id,deputy_name,caucus_at_term_start,basis,confidence,source_url_primary,source_url_validation,source_note,electoral_party_slot,party_at_term_start,validation_bucket
1231,Ximena Naranjo Pinto,Unión Demócrata Independiente,independent_electoral_slot_plus_current_caucus_plus_size_closure,medium,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,"Independiente: cupo electoral, bancada actual y cierre exacto de tamaños institucionales apuntan al mismo comité inicial.",UNION DEMOCRATA INDEPENDIENTE,Independientes,institutional_reconstruction
1232,Cristian Neira Martínez,Comité Partido Republicano,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO REPUBLICANO DE CHILE,Partido Republicano,institutional_reconstruction
1233,Ricardo Neumann Bertín,Unión Demócrata Independiente,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,UNION DEMOCRATA INDEPENDIENTE,Unión Demócrata Independiente,institutional_reconstruction
1234,Mario Olavarría Rodríguez,Unión Demócrata Independiente,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,UNION DEMOCRATA INDEPENDIENTE,Unión Demócrata Independiente,institutional_reconstruction
1235,Javier Olivares Avendaño,Comité Partido de la Gente,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO DE LA GENTE,Partido de la Gente,institutional_reconstruction
1236,Paula Olmos Contreras,Comité Partido de la Gente,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO DE LA GENTE,Partido de la Gente,institutional_reconstruction
1237,Francisco Orrego Gutiérrez,"Renovación Nacional, Evopoli e Independientes",party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,RENOVACION NACIONAL,Renovación Nacional,institutional_reconstruction
1238,Álvaro Ortiz Vera,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO DEMOCRATA CRISTIANO,Partido Demócrata Cristiano,institutional_reconstruction
1239,Fabián Ossandón Briceño,Comité Partido de la Gente,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO DE LA GENTE,Partido de la Gente,institutional_reconstruction
1240,Zandra Parisi Fernández,Comité Partido de la Gente,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO DE LA GENTE,Partido de la Gente,institutional_reconstruction
1241,Patricio Pinilla Valencia,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO DEMOCRATA CRISTIANO,Partido Demócrata Cristiano,institutional_reconstruction
1242,Rodrigo Ramírez Parra,"Renovación Nacional, Evopoli e Independientes",independent_electoral_slot_plus_current_caucus_plus_size_closure,medium,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,"Independiente: cupo electoral, bancada actual y cierre exacto de tamaños institucionales apuntan al mismo comité inicial.",RENOVACION NACIONAL,Independientes,institutional_reconstruction
1243,Tamara Ramírez Ramírez,Comité Partido de la Gente,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO DE LA GENTE,Partido de la Gente,institutional_reconstruction
1244,Claudia Reyes Larenas,Comité Partido Republicano,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO REPUBLICANO DE CHILE,Partido Republicano,institutional_reconstruction
1245,Alejandro Riquelme Ducci,Comité Partido Republicano,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO REPUBLICANO DE CHILE,Partido Republicano,institutional_reconstruction
1246,José Antonio Rivas Villalobos,"Socialista, Liberal, Radical e Independientes",party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO SOCIALISTA DE CHILE,Partido Socialista,institutional_reconstruction
1247,Javiera Rodríguez Pascual,Comité Partido Republicano,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO REPUBLICANO DE CHILE,Partido Republicano,institutional_reconstruction
1248,Felipe Ross Correa,Comité Partido Republicano,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO REPUBLICANO DE CHILE,Partido Republicano,institutional_reconstruction
1249,Omar Sabat Guzmán,Unión Demócrata Independiente,independent_electoral_slot_plus_current_caucus_plus_size_closure,medium,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,"Independiente: cupo electoral, bancada actual y cierre exacto de tamaños institucionales apuntan al mismo comité inicial.",UNION DEMOCRATA INDEPENDIENTE,Independientes,institutional_reconstruction
1250,Bernardo Salinas Maya,Comité Comunista e Independientes,independent_electoral_slot_plus_current_caucus_plus_size_closure,medium,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,"Independiente: cupo electoral, bancada actual y cierre exacto de tamaños institucionales apuntan al mismo comité inicial.",PARTIDO COMUNISTA DE CHILE,Independientes,institutional_reconstruction
1251,Macarena Santelices Cañas,Comité Partido Republicano,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO REPUBLICANO DE CHILE,Partido Republicano,institutional_reconstruction
1252,Constanza Schonhaut Soto,Frente Amplio,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,FRENTE AMPLIO,Frente Amplio,institutional_reconstruction
1253,Fernando Ugarte Tejeda,Comité Partido Republicano,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO REPUBLICANO DE CHILE,Partido Republicano,institutional_reconstruction
1254,Ignacio Urcullú Clèment-Lund,Comité Partido Republicano,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO REPUBLICANO DE CHILE,Partido Republicano,institutional_reconstruction
1255,Eileen Urqueta Rojas,Comité Partido de la Gente,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO DE LA GENTE,Partido de la Gente,institutional_reconstruction
1256,Tatiana Urrutia Herrera,Frente Amplio,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,FRENTE AMPLIO,Frente Amplio,institutional_reconstruction
1257,Alejandra Valdebenito Torres,Unión Demócrata Independiente,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,UNION DEMOCRATA INDEPENDIENTE,Unión Demócrata Independiente,institutional_reconstruction
1258,Guillermo Valdés Carmona,Comité Partido de la Gente,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO DE LA GENTE,Partido de la Gente,institutional_reconstruction
1259,Juan Marcelo Valenzuela Henríquez,Comité Partido de la Gente,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO DE LA GENTE,Partido de la Gente,institutional_reconstruction
1260,César Valenzuela Maass,"Socialista, Liberal, Radical e Independientes",party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO SOCIALISTA DE CHILE,Partido Socialista,institutional_reconstruction
1261,Daniel Valenzuela Salazar,"Renovación Nacional, Evopoli e Independientes",independent_electoral_slot_plus_current_caucus_plus_size_closure,medium,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,"Independiente: cupo electoral, bancada actual y cierre exacto de tamaños institucionales apuntan al mismo comité inicial.",RENOVACION NACIONAL,Independientes,institutional_reconstruction
1262,Diego Vergara Rodríguez,Comité Partido Republicano,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO REPUBLICANO DE CHILE,Partido Republicano,institutional_reconstruction
1263,Sebastián Zamora Soto,Comité Partido Republicano,independent_electoral_slot_plus_current_caucus_plus_size_closure,medium,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,"Independiente: cupo electoral, bancada actual y cierre exacto de tamaños institucionales apuntan al mismo comité inicial.",PARTIDO REPUBLICANO DE CHILE,Independientes,institutional_reconstruction
1264,Fernando Zamorano Peralta,Partido Por la Democracia e Independientes,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO POR LA DEMOCRACIA,Partido Por la Democracia,institutional_reconstruction
