boletin,fecha,sesion,etapa,subetapa,documento_url,fuente
18230-13,2026-06-17,,Trámite finalización en Cámara de Origen / C. Diputados,Oficio de ley al Ejecutivo,https://www.camara.cl/verDoc.aspx?prmID=36759&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18883&prmBOLETIN=18230-13
18231-35,2026-05-04,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18448&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18882&prmBOLETIN=18231-35
18231-35,2026-07-14,,Primer trámite constitucional / Senado,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28089&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18882&prmBOLETIN=18231-35
18231-35,2026-08-04,47ª / 374,Primer trámite constitucional / Senado,Discusión general,https://www.camara.cl/verDoc.aspx?prmID=80921&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18882&prmBOLETIN=18231-35
18231-35,2026-08-04,,Primer trámite constitucional / Senado,Oficio de ley a Cámara Revisora,https://www.camara.cl/verDoc.aspx?prmID=36946&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18882&prmBOLETIN=18231-35
18232-25,2026-05-04,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto. Incluye IF N° 090/30.04.2026.,https://www.camara.cl/verDoc.aspx?prmID=18452&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18886&prmBOLETIN=18232-25
18232-25,2026-05-04,,Primer trámite constitucional / C. Diputados,Texto del Mensaje.,https://www.camara.cl/verDoc.aspx?prmID=36095&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18886&prmBOLETIN=18232-25
18232-25,2026-05-12,,Primer trámite constitucional / C. Diputados,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=27970&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18886&prmBOLETIN=18232-25
18232-25,2026-05-18,25ª / 374,Primer trámite constitucional / C. Diputados,Cuenta del Mensaje 96-374 que hace presente la urgencia Discusión inmediata,,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18886&prmBOLETIN=18232-25
18232-25,2026-05-18,,Primer trámite constitucional / C. Diputados,Oficio de ley a Cámara Revisora,https://www.camara.cl/verDoc.aspx?prmID=36194&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18886&prmBOLETIN=18232-25
18232-25,2026-05-19,,Segundo trámite constitucional / Senado,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=27984&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18886&prmBOLETIN=18232-25
18232-25,2026-05-20,22ª / 374,Segundo trámite constitucional / Senado,Discusión general,https://www.camara.cl/verDoc.aspx?prmID=80308&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18886&prmBOLETIN=18232-25
18232-25,2026-05-20,,Segundo trámite constitucional / Senado,Oficio aprobación sin modificaciones a Cámara de Origen,https://www.camara.cl/verDoc.aspx?prmID=36232&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18886&prmBOLETIN=18232-25
18232-25,2626-05-25,,Trámite finalización en Cámara de Origen / C. Diputados,Oficio de ley al Ejecutivo,https://www.camara.cl/verDoc.aspx?prmID=36239&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18886&prmBOLETIN=18232-25
18233-07,2026-04-22,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18461&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18895&prmBOLETIN=18233-07
18234-35,2026-04-29,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18464&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18898&prmBOLETIN=18234-35
18235-19,2026-04-29,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18463&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18897&prmBOLETIN=18235-19
18236-18,2026-05-04,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18465&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18899&prmBOLETIN=18236-18
18236-18,2026-05-06,,Primer trámite constitucional / C. Diputados,Eximido del trámite ante Comisión Derivado a Comisión Mujeres y Equidad de Género,https://www.camara.cl/verDoc.aspx?prmID=27957&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18899&prmBOLETIN=18236-18
18236-18,2026-05-06,,Primer trámite constitucional / C. Diputados,"Oficio N° 21216. Comunica a la Comisión de Mujeres y Equidad de Género el acuerdo de los Comités Parlamentarios,en orden a asignarle el proyecto de ley, radicado originalmente en la Comisión de Familia.",https://www.camara.cl/verDoc.aspx?prmID=36148&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18899&prmBOLETIN=18236-18
18236-18,2026-05-06,,Primer trámite constitucional / C. Diputados,"Oficio N° 21218. Comunica a la Comisión de Familia el acuerdo de los Comités Parlamentarios, en orden a remitir a la Comisión de Mujeres y Equidad de Género el proyecto de ley.",https://www.camara.cl/verDoc.aspx?prmID=36144&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18899&prmBOLETIN=18236-18
18236-18,2026-08-10,,Primer trámite constitucional / C. Diputados,Oficio N°21.470. Comunica que la Cámara de Diputados acordó acceder a la solicitud para refundir los proyectos de ley correspondientes a los boletines Nos. 18.236-18 y 18.414-18.,https://www.camara.cl/verDoc.aspx?prmID=36983&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18899&prmBOLETIN=18236-18
18237-33,2026-05-04,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18466&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18900&prmBOLETIN=18237-33
18237-33,2026-05-28,,Primer trámite constitucional / C. Diputados,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=27996&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18900&prmBOLETIN=18237-33
18237-33,2026-06-08,,Primer trámite constitucional / C. Diputados,Oficio de ley a Cámara Revisora,https://www.camara.cl/verDoc.aspx?prmID=36689&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18900&prmBOLETIN=18237-33
18237-33,2026-07-27,,Segundo trámite constitucional / Senado,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28115&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18900&prmBOLETIN=18237-33
18237-33,2026-08-04,47ª / 374,Segundo trámite constitucional / Senado,Cuenta del Mensaje 232-374 que retira y hace presente la urgencia Suma,,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18900&prmBOLETIN=18237-33
18237-33,2026-08-18,51ª / 374,Segundo trámite constitucional / Senado,Discusión general,https://www.camara.cl/verDoc.aspx?prmID=81083&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18900&prmBOLETIN=18237-33
18237-33,2026-08-18,,Segundo trámite constitucional / Senado,Oficio modificaciones a Cámara de Origen,https://www.camara.cl/verDoc.aspx?prmID=37057&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18900&prmBOLETIN=18237-33
18238-25,2026-05-05,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18467&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18901&prmBOLETIN=18238-25
18239-36,2026-05-06,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18468&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18902&prmBOLETIN=18239-36
18239-36,2026-05-06,,Primer trámite constitucional / Senado,Oficio N° 136-26 a la Corte Suprema,https://www.camara.cl/verDoc.aspx?prmID=36147&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18902&prmBOLETIN=18239-36
18239-36,2026-05-06,,Primer trámite constitucional / Senado,Oficio N° a la Corte Suprema,https://www.camara.cl/verDoc.aspx?prmID=36134&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18902&prmBOLETIN=18239-36
18239-36,2026-08-10,,Primer trámite constitucional / Senado,Primer informe de comisión. Pasa a Comisión de la Mujer y Equidad de Género,https://www.camara.cl/verDoc.aspx?prmID=28184&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18902&prmBOLETIN=18239-36
18239-36,2026-09-01,53ª / 374,Primer trámite constitucional / Senado,Cuenta del Mensaje 284-374 que retira y hace presente la urgencia Suma,,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18902&prmBOLETIN=18239-36
18240-13,2026-05-05,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18470&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18904&prmBOLETIN=18240-13
18241-03,2026-05-05,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18469&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18903&prmBOLETIN=18241-03
18242-13,2026-05-06,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18471&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18905&prmBOLETIN=18242-13
18243-13,2026-04-16,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18472&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18906&prmBOLETIN=18243-13
18244-07,2026-05-05,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18473&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18907&prmBOLETIN=18244-07
18245-12,2026-05-05,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18475&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18909&prmBOLETIN=18245-12
18246-18,2026-05-06,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18474&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18908&prmBOLETIN=18246-18
18246-18,2026-05-12,,Primer trámite constitucional / C. Diputados,"Oficio N°21.227. Remite el proyecto a la Comisión de Futuro, Ciencias, Tecnología, Conocimiento e Innovación.",https://www.camara.cl/verDoc.aspx?prmID=36159&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18908&prmBOLETIN=18246-18
18246-18,2026-06-08,,Primer trámite constitucional / C. Diputados,Eximido del trámite ante Comisión Derivado a Comisión de Ciencias y Tecnología,https://www.camara.cl/verDoc.aspx?prmID=28024&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18908&prmBOLETIN=18246-18
18246-18,2026-08-31,61ª / 374,Primer trámite constitucional / C. Diputados,Cuenta del Mensaje 281-374 que retira y hace presente la urgencia Suma,,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18908&prmBOLETIN=18246-18
18247-13,2026-05-06,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18476&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18910&prmBOLETIN=18247-13
18248-07,2026-05-06,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18477&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18911&prmBOLETIN=18248-07
18249-07,2026-05-06,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18478&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18912&prmBOLETIN=18249-07
18250-07,2026-05-07,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18479&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18913&prmBOLETIN=18250-07
18250-07,2026-05-13,,Primer trámite constitucional / C. Diputados,"Oficio N° 21232. Comunica a la Comisión de Seguridad Ciudadana la asignación del proyecto de ley, radicado inicialmente en la Comisión de Constitución, Legislación, Justicia y Reglamento.",https://www.camara.cl/verDoc.aspx?prmID=36173&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18913&prmBOLETIN=18250-07
18251-07,2026-05-09,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18480&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18914&prmBOLETIN=18251-07
18252-07,2026-05-09,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18481&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18915&prmBOLETIN=18252-07
18253-25,2026-05-13,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18483&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18917&prmBOLETIN=18253-25
18254-11,2026-05-13,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18482&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18916&prmBOLETIN=18254-11
18255-31,2026-05-18,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto. Incluye IF N° 99/15.05.2026.,https://www.camara.cl/verDoc.aspx?prmID=18484&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18918&prmBOLETIN=18255-31
18255-31,2026-05-18,,Primer trámite constitucional / C. Diputados,Texto del Mensaje.,https://www.camara.cl/verDoc.aspx?prmID=36186&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18918&prmBOLETIN=18255-31
18255-31,2026-08-19,,Primer trámite constitucional / C. Diputados,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28191&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18918&prmBOLETIN=18255-31
18255-31,2026-08-31,61ª / 374,Primer trámite constitucional / C. Diputados,Cuenta del Mensaje 283-374 que hace presente la urgencia Suma,,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18918&prmBOLETIN=18255-31
18256-10,2026-05-18,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto. Incluye IF N° 95/18.05.2026.,https://www.camara.cl/verDoc.aspx?prmID=18485&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18919&prmBOLETIN=18256-10
18256-10,2026-05-18,,Primer trámite constitucional / C. Diputados,Texto del Mensaje.,https://www.camara.cl/verDoc.aspx?prmID=36189&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18919&prmBOLETIN=18256-10
18256-10,2026-06-02,,Primer trámite constitucional / C. Diputados,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28025&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18919&prmBOLETIN=18256-10
18256-10,2026-06-10,,Primer trámite constitucional / C. Diputados,Oficio de ley a Cámara Revisora,https://www.camara.cl/verDoc.aspx?prmID=36710&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18919&prmBOLETIN=18256-10
18256-10,2026-06-17,,Segundo trámite constitucional / Senado,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28053&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18919&prmBOLETIN=18256-10
18256-10,2026-08-19,52ª / 374,Segundo trámite constitucional / Senado,Discusión general,https://www.camara.cl/verDoc.aspx?prmID=81121&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18919&prmBOLETIN=18256-10
18256-10,2026-08-19,,Segundo trámite constitucional / Senado,Oficio aprobación sin modificaciones a Cámara de Origen,https://www.camara.cl/verDoc.aspx?prmID=37100&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18919&prmBOLETIN=18256-10
18257-10,2026-05-18,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto. Incluye IF N° 96/18.05.2026.,https://www.camara.cl/verDoc.aspx?prmID=18486&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18920&prmBOLETIN=18257-10
18257-10,2026-05-18,,Primer trámite constitucional / C. Diputados,Texto del Mensaje.,https://www.camara.cl/verDoc.aspx?prmID=36191&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18920&prmBOLETIN=18257-10
18257-10,2026-06-09,,Primer trámite constitucional / C. Diputados,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28042&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18920&prmBOLETIN=18257-10
18257-10,2026-06-24,,Primer trámite constitucional / C. Diputados,Oficio de ley a Cámara Revisora,https://www.camara.cl/verDoc.aspx?prmID=36771&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18920&prmBOLETIN=18257-10
18257-10,2026-07-15,,Segundo trámite constitucional / Senado,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28093&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18920&prmBOLETIN=18257-10
18257-10,2026-08-19,52ª / 374,Segundo trámite constitucional / Senado,Discusión general,https://www.camara.cl/verDoc.aspx?prmID=81121&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18920&prmBOLETIN=18257-10
18257-10,2026-08-19,,Segundo trámite constitucional / Senado,Oficio aprobación sin modificaciones a Cámara de Origen,https://www.camara.cl/verDoc.aspx?prmID=37098&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18920&prmBOLETIN=18257-10
