boletin,fecha,sesion,etapa,subetapa,documento_url,fuente
18328-05,2026-06-05,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18553&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19002&prmBOLETIN=18328-05
18328-05,2026-06-10,,Primer trámite constitucional / C. Diputados,"Oficio N° 21302. Comunica a la Comisión de Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización el acuerdo de la Sala, en orden a remitir el proyecto de ley, asignado inicialmente en la Comisión de Hacienda.",https://www.camara.cl/verDoc.aspx?prmID=36707&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19002&prmBOLETIN=18328-05
18329-06,2026-06-05,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18555&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19004&prmBOLETIN=18329-06
18329-06,2026-07-08,,Primer trámite constitucional / C. Diputados,Oficio N° 21371. Comunica que la Cámara de Diputados accedió a la solicitud para fusionar los proyectos de ley correspondientes a los boletines Nos. 18.329-06 y 18.349-06.,https://www.camara.cl/verDoc.aspx?prmID=36796&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19004&prmBOLETIN=18329-06
18329-06,2026-07-13,42ª / 374,Primer trámite constitucional / C. Diputados,Cuenta del Mensaje 196-374 que retira y hace presente la urgencia Simple,,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19004&prmBOLETIN=18329-06
18330-07,2026-06-05,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18558&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19007&prmBOLETIN=18330-07
18331-17,2026-06-05,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18560&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19009&prmBOLETIN=18331-17
18332-25,2026-06-10,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18561&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19010&prmBOLETIN=18332-25
18333-07,2026-06-10,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18562&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19011&prmBOLETIN=18333-07
18333-07,2026-06-10,,Primer trámite constitucional / Senado,Oficio N° 192 a la Corte Suprema,https://www.camara.cl/verDoc.aspx?prmID=36721&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19011&prmBOLETIN=18333-07
18334-10,2026-06-10,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18563&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19012&prmBOLETIN=18334-10
18334-10,2026-06-10,,Primer trámite constitucional / Senado,Oficio N°. Enmienda autenticada,https://www.camara.cl/verDoc.aspx?prmID=36705&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19012&prmBOLETIN=18334-10
18334-10,2026-06-24,,Primer trámite constitucional / Senado,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28063&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19012&prmBOLETIN=18334-10
18334-10,2026-08-19,52ª / 374,Primer trámite constitucional / Senado,Discusión general,https://www.camara.cl/verDoc.aspx?prmID=81121&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19012&prmBOLETIN=18334-10
18334-10,2026-08-19,,Primer trámite constitucional / Senado,Oficio de ley a Cámara Revisora,https://www.camara.cl/verDoc.aspx?prmID=37101&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19012&prmBOLETIN=18334-10
18335-02,2026-06-10,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18564&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19013&prmBOLETIN=18335-02
18335-02,2026-06-10,,Primer trámite constitucional / Senado,Oficio N° 193-26 a la Corte Suprema,https://www.camara.cl/verDoc.aspx?prmID=36720&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19013&prmBOLETIN=18335-02
18335-02,2026-06-10,,Primer trámite constitucional / Senado,Oficio N° a la Corte Suprema,https://www.camara.cl/verDoc.aspx?prmID=36718&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19013&prmBOLETIN=18335-02
18336-15,2026-06-10,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18566&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19015&prmBOLETIN=18336-15
18337-12,2026-06-10,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18568&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19017&prmBOLETIN=18337-12
18337-12,2026-06-23,,Primer trámite constitucional / Senado,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28060&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19017&prmBOLETIN=18337-12
18337-12,2026-08-04,47ª / 374,Primer trámite constitucional / Senado,Cuenta del Mensaje 232-374 que retira y hace presente la urgencia Suma,https://www.camara.cl/verDoc.aspx?prmID=80921&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19017&prmBOLETIN=18337-12
18337-12,2026-08-19,52ª / 374,Primer trámite constitucional / Senado,Discusión general,https://www.camara.cl/verDoc.aspx?prmID=81121&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19017&prmBOLETIN=18337-12
18337-12,2026-08-19,,Primer trámite constitucional / Senado,Oficio de ley a Cámara Revisora,https://www.camara.cl/verDoc.aspx?prmID=37097&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19017&prmBOLETIN=18337-12
18338-06,2026-06-10,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18565&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19014&prmBOLETIN=18338-06
18339-35,2026-06-16,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18585&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19034&prmBOLETIN=18339-35
18340-03,2026-06-10,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18567&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19016&prmBOLETIN=18340-03
18341-25,2026-06-12,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto. Incluye informe financiero N° 117/01.06.2026.,https://www.camara.cl/verDoc.aspx?prmID=18576&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19025&prmBOLETIN=18341-25
18341-25,2026-06-12,,Primer trámite constitucional / C. Diputados,Texto del Mensaje,https://www.camara.cl/verDoc.aspx?prmID=36727&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19025&prmBOLETIN=18341-25
18341-25,2026-08-31,61ª / 374,Primer trámite constitucional / C. Diputados,Cuenta del Mensaje 281-374 que retira y hace presente la urgencia Suma,,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19025&prmBOLETIN=18341-25
18342-02,2026-06-08,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18571&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19020&prmBOLETIN=18342-02
18342-02,2026-06-15,,Primer trámite constitucional / C. Diputados,"Oficio N° 21311. Por acuerdo de la Sala, remite a la Comisión de Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización el proyecto de ley, inicialmente asignado a la Comisión de Defensa Nacional.",https://www.camara.cl/verDoc.aspx?prmID=36730&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19020&prmBOLETIN=18342-02
18342-02,2026-07-14,,Primer trámite constitucional / C. Diputados,Eximido del trámite ante Comisión Derivado a Comisión de Gobierno Interior Nacionalidad Ciudadanía y Regionalización,https://www.camara.cl/verDoc.aspx?prmID=28084&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19020&prmBOLETIN=18342-02
18343-16,2026-06-08,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18574&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19023&prmBOLETIN=18343-16
18344-07,2026-06-08,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18569&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19018&prmBOLETIN=18344-07
18345-13,2026-06-08,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18573&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19022&prmBOLETIN=18345-13
18345-13,2026-06-15,,Primer trámite constitucional / C. Diputados,"Oficio N° 21310. Por acuerdo de la Sala, remite a la Comisión de Educación el proyecto de ley, inicialmente asignado a la Comisión de Trabajo y Seguridad Social.",https://www.camara.cl/verDoc.aspx?prmID=36728&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19022&prmBOLETIN=18345-13
18345-13,2026-08-11,,Primer trámite constitucional / C. Diputados,Eximido del trámite ante Comisión Derivado a Comisión de Educación,https://www.camara.cl/verDoc.aspx?prmID=28155&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19022&prmBOLETIN=18345-13
18346-11,2026-06-08,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18575&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19024&prmBOLETIN=18346-11
18347-29,2026-06-08,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18572&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19021&prmBOLETIN=18347-29
18348-13,2026-06-09,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18570&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19019&prmBOLETIN=18348-13
18349-06,2026-06-09,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18580&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19029&prmBOLETIN=18349-06
18349-06,2026-07-08,,Primer trámite constitucional / C. Diputados,Oficio N° 21371. Comunica que la Cámara de Diputados accedió a la solicitud para fusionar los proyectos de ley correspondientes a los boletines Nos. 18.329-06 y 18.349-06.,https://www.camara.cl/verDoc.aspx?prmID=36797&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19029&prmBOLETIN=18349-06
18349-06,2026-07-13,42ª / 374,Primer trámite constitucional / C. Diputados,Cuenta del Mensaje 196-374 que retira y hace presente la urgencia Simple,,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19029&prmBOLETIN=18349-06
18350-25,2026-06-09,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18579&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19028&prmBOLETIN=18350-25
18351-07,2026-06-09,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18582&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19031&prmBOLETIN=18351-07
18352-04,2026-06-10,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18577&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19026&prmBOLETIN=18352-04
18353-07,2026-06-09,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18581&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19030&prmBOLETIN=18353-07
18354-07,2026-06-10,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18578&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19027&prmBOLETIN=18354-07
18355-25,2026-06-09,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18583&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19032&prmBOLETIN=18355-25
18356-25,2026-06-16,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18589&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19038&prmBOLETIN=18356-25
18357-06,2026-06-09,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18584&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19033&prmBOLETIN=18357-06
18357-06,2026-06-16,,Primer trámite constitucional / Senado,Oficio N° 197-26 a la Corte Suprema,https://www.camara.cl/verDoc.aspx?prmID=36743&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19033&prmBOLETIN=18357-06
18357-06,2026-06-16,,Primer trámite constitucional / Senado,Oficio N° a la Corte Suprema,https://www.camara.cl/verDoc.aspx?prmID=36742&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19033&prmBOLETIN=18357-06
18358-03,2026-06-10,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18602&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19051&prmBOLETIN=18358-03
18359-07,2026-06-10,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18601&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19050&prmBOLETIN=18359-07
18360-07,2026-06-10,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18600&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19049&prmBOLETIN=18360-07
18360-07,2026-06-17,,Primer trámite constitucional / C. Diputados,Eximido del trámite ante Comisión Derivado a Comisión de Seguridad Ciudadana,https://www.camara.cl/verDoc.aspx?prmID=28150&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19049&prmBOLETIN=18360-07
18361-02,2026-06-11,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18599&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19048&prmBOLETIN=18361-02
18361-02,2026-08-03,,Primer trámite constitucional / C. Diputados,Oficio N°21.426. Comunica que la Cámara de Diputados accedió a la solicitud para refundir los proyectos de ley correspondientes a los boletines Nos. 18.361-02 y 18.381-02.,https://www.camara.cl/verDoc.aspx?prmID=36925&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19048&prmBOLETIN=18361-02
18362-19,2026-06-11,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18598&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19047&prmBOLETIN=18362-19
18363-06,2026-06-11,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18597&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19046&prmBOLETIN=18363-06
18364-07,2026-06-12,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18596&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19045&prmBOLETIN=18364-07
18365-07,2026-06-12,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18595&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19044&prmBOLETIN=18365-07
18366-25,2026-06-12,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18594&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19043&prmBOLETIN=18366-25
18367-25,2026-06-12,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18593&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19042&prmBOLETIN=18367-25
18368-07,2026-06-17,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18586&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19035&prmBOLETIN=18368-07
18369-07,2026-06-16,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18588&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19037&prmBOLETIN=18369-07
18370-25,2026-06-16,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18587&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19036&prmBOLETIN=18370-25
18370-25,2026-06-17,,Primer trámite constitucional / Senado,Oficio N° a la Corte Suprema,https://www.camara.cl/verDoc.aspx?prmID=36753&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19036&prmBOLETIN=18370-25
18370-25,2026-06-17,,Primer trámite constitucional / Senado,Oficio N°204-26 a la Corte Suprema,https://www.camara.cl/verDoc.aspx?prmID=36754&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19036&prmBOLETIN=18370-25
18371-21,2026-06-16,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18591&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19040&prmBOLETIN=18371-21
18372-25,2026-06-17,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18590&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19039&prmBOLETIN=18372-25
18373-07,2026-06-15,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18606&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19055&prmBOLETIN=18373-07
18374-06,2026-06-15,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18605&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19054&prmBOLETIN=18374-06
18375-29,2026-06-15,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18604&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19053&prmBOLETIN=18375-29
18376-13,2026-06-15,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18608&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19057&prmBOLETIN=18376-13
18377-06,2026-06-17,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18592&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19041&prmBOLETIN=18377-06
18378-18,2026-06-19,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18611&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19063&prmBOLETIN=18378-18
18378-18,2026-06-22,,Primer trámite constitucional / C. Diputados,Oficio N° a la Corte Suprema,https://www.camara.cl/verDoc.aspx?prmID=36764&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19063&prmBOLETIN=18378-18
18378-18,2026-06-22,,Primer trámite constitucional / C. Diputados,Texto del proyecto,https://www.camara.cl/verDoc.aspx?prmID=36763&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19063&prmBOLETIN=18378-18
18378-18,2026-07-06,,Primer trámite constitucional / C. Diputados,Oficio N° 21.359 a la Corte Suprema,https://www.camara.cl/verDoc.aspx?prmID=36781&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19063&prmBOLETIN=18378-18
18378-18,2026-08-17,57ª / 374,Primer trámite constitucional / C. Diputados,Cuenta del Mensaje 263-374 que retira y hace presente la urgencia Suma,,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19063&prmBOLETIN=18378-18
18379-15,2026-06-17,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18603&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19052&prmBOLETIN=18379-15
18380-07,2026-06-15,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18609&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19059&prmBOLETIN=18380-07
18381-02,2026-06-15,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18607&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19056&prmBOLETIN=18381-02
18382-29,2026-06-15,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18612&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19064&prmBOLETIN=18382-29
18382-29,2026-06-22,,Primer trámite constitucional / C. Diputados,Oficio N° a la Corte Suprema,https://www.camara.cl/verDoc.aspx?prmID=36765&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19064&prmBOLETIN=18382-29
18382-29,2026-07-06,,Primer trámite constitucional / C. Diputados,Oficio a la Corte Suprema,https://www.camara.cl/verDoc.aspx?prmID=36808&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19064&prmBOLETIN=18382-29
18383-06,2026-06-22,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18613&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19065&prmBOLETIN=18383-06
18384-08,2026-06-22,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto. Incluye IF N°135/22.06.2026.,https://www.camara.cl/verDoc.aspx?prmID=18610&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19062&prmBOLETIN=18384-08
18384-08,2026-06-22,,Primer trámite constitucional / C. Diputados,Texto del Mensaje,https://www.camara.cl/verDoc.aspx?prmID=36762&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19062&prmBOLETIN=18384-08
18384-08,2026-07-07,,Primer trámite constitucional / C. Diputados,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28071&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19062&prmBOLETIN=18384-08
18384-08,2026-07-08,,Primer trámite constitucional / C. Diputados,Oficio de ley a Cámara Revisora,https://www.camara.cl/verDoc.aspx?prmID=36812&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19062&prmBOLETIN=18384-08
18384-08,2026-07-21,,Segundo trámite constitucional / Senado,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28107&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19062&prmBOLETIN=18384-08
18384-08,2026-07-22,45ª / 374,Segundo trámite constitucional / Senado,Discusión general,https://www.camara.cl/verDoc.aspx?prmID=80863&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19062&prmBOLETIN=18384-08
