vote_id,boletin,fecha,sesion_id,sesion_numero,descripcion,articulo,total_si,total_no,total_abstencion,total_dispensado,tipo_votacion,tipo_votacion_codigo,resultado,resultado_codigo,quorum,quorum_codigo,tipo_votacion_proyecto,tipo_votacion_proyecto_codigo,tramite_constitucional,tramite_constitucional_codigo,tramite_reglamentario,tramite_reglamentario_codigo,verificado_sala,verification_url
88893,18216-05,2026-05-20,4782,27,Boletín N°18216-05,,90,59,1,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,General,1,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88893
88894,18216-05,2026-05-20,4782,27,Boletín N°18216-05,Artículo 11 número 6; el artículo 14; el artículo 16 inciso final; y el artículo 17 del proyecto,84,67,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Calificado,2,General,1,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88894
88895,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 1 del proyecto, en los términos propuestos por la Comisión de Hacienda, cuya votación separada ha sido solicitada por las diputadas Ana María Gazmuri, Gael Yeomans, y los diputados Boris Barrera, Jorge Brito, Raúl Leiva y Raúl Soto, y que consta en las páginas 1 a 5 del comparado.",153,1,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88895
88896,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 2 del proyecto, en los términos propuestos por la Comisión de Hacienda, cuya votación separada ha sido solicitada por las diputadas Ana María Gazmuri, Gael Yeomans, y los diputados Boris Barrera, Jorge Brito, Raúl Leiva y Raúl Soto, y que consta en la página 7 del comparado.",154,0,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88896
88897,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 3 del proyecto, en los términos propuestos por la Comisión de Hacienda, cuya votación separada ha sido solicitada por las diputadas Ana María Gazmuri, Gael Yeomans, y por los diputados Boris Barrera, Jorge Brito, Raúl Leiva, que consta en las páginas 8 a 18 del Comparado, con la salvedad del artículo 24 ter que agrega su numeral 2), cuya votación separada a su vez ha sido solicitada.",89,64,1,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88897
88898,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 24 ter contenido en el numeral 2) del artículo 3 del proyecto, en los términos propuestos por la Comisión de Hacienda, cuya votación separada ha sido solicitada por el diputado Raul Leiva, y que consta en las páginas 13 a 16 del Comparado.",84,70,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88898
88899,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Reclamación de la declaración de inadmisibilidad efectuada por la Comisión de Hacienda (Art.65 inc. 3, incide en la administración financiera) respecto de la indicación del diputado Barrera, para incorporar en el numeral 2) del artículo 3, un artículo nuevo:
Agréguese, a continuación del artículo 24 quinquies en el decreto con fuerza de ley N° 2, de 1959, del Ministerio de Obras Públicas, sobre Plan Habitacional, contenido en el decreto Nº 1.101, de 1960, creado por esta ley, un artículo 24 sexies, del siguiente tenor: 
“Artículo 24 sexies.- El Servicio de Impuestos Internos estará habilitado para llevar un registro actualizado de los contribuyentes que hayan comunicado su opción de ingresar al régimen de la presente ley señalando quienes hayan comunicado  su  decisión  de  salida, con indicación, en este último caso, de que no podrán volver a ingresar. Dicho registro, sin incluir datos de carácter personal conforme a la ley Nº 19.628, deberá contener al menos el número total de contribuyentes activos en el régimen, el número de contribuyentes que han ejercido la opción de salida desde la entrada en vigencia del presente régimen y el número de viviendas económicas comprendidas en cada categoría, desagregado por región. Esta información puede ser actualizada semestralmente y estará disponible en el sitio web del Servicio.”.",67,86,1,0,Proyecto de Ley,1,Unánime,2,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88899
88900,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 4 del mensaje, que la Comisión de Hacienda propone rechazar, y que consta en las páginas 18 a 24 del comparado.",77,77,0,0,Proyecto de Ley,1,Unánime,2,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88900
88901,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 4 en los términos propuestos por la Comisión de Hacienda y por la Comisión de Medio Ambiente (artículo 5 del mensaje), cuya votación separada ha sido solicitada por la diputada Ana María Gazmuri, y los diputados Boris Barrera y Jaime Coloma, que consta en las páginas 24 a 25 del comparado.",86,67,1,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88901
88902,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 5 en los términos propuestos por la Comisión de Hacienda y por la Comisión de Medio Ambiente (artículo 6 del mensaje), cuya votación separada ha sido solicitada por la diputada Ana María Gazmuri y por el diputado Boris Barrera, y que consta en la página 26 del Comparado.",98,56,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88902
88903,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 6 en los términos propuestos por la Comisión de Hacienda y por la Comisión de Medio Ambiente (artículo 7 del mensaje), cuya votación separada ha sido solicitada por la diputada Ana María Gazmuri y por el diputado Boris Barrera, y que consta en la página 27 a 51 del Comparado.",90,61,3,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88903
88904,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 8 del mensaje, que la Comisión de Hacienda propone rechazar, y que consta en la página 51 y 52 del comparado.",43,104,7,0,Proyecto de Ley,1,Unánime,2,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88904
88905,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 7 del texto propuesto por la Comisión de Hacienda (que sustituye el artículo 9 del mensaje), cuya votación separada ha sido solicitada por las diputadas Ana María Gazmuri, Gael Yeomans y los diputados Boris Barrera, Jorge Brito, Raúl Leiva, que consta en las páginas 52 a 67 del comparado.",88,66,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88905
88906,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 8 del proyecto (art 10 del mensaje), en los términos propuestos por la Comisión de Hacienda, cuya votación separada ha sido solicitada por la diputada Gael Yeomans y los diputados Boris Barrera, Jorge Brito y Raúl Soto, que consta en las páginas 67 a 213 del Comparado, con la salvedad de sus numerales 3) y 4), cuya votación separada a su vez ha sido solicitada.",87,65,2,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88906
88907,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Numeral 3) del artículo 8 del proyecto (art 10 del mensaje), en los términos propuestos por la Comisión de Hacienda, cuya votación separada ha sido solicitada por el diputado Raúl Leiva, y que consta en las páginas 182 a 188 del Comparado.",81,69,4,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88907
88908,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Numeral 4) del artículo 8 del proyecto (art 10 del mensaje), en los términos propuestos por la Comisión de Hacienda, cuya votación separada ha sido solicitada por el diputado Raúl Leiva, y que consta en las páginas 188 a 213 del Comparado.",90,63,1,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88908
88909,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 9 del proyecto, en los términos propuestos por la Comisión de Hacienda, cuya votación separada ha sido solicitada por las diputadas Ana María Gazmuri, Gael Yeomans y por los diputados Boris Barrera, Jorge Brito, Raúl Leiva, y que consta en las páginas 213 a 330 del Comparado",82,71,1,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88909
88910,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Reclamación de la declaración de inadmisibilidad efectuada por la Comisión de Hacienda (incide en  administración financiera o presupuestaria del Estado, Art. 65, inciso tercero y no tiene relación con ideas matrices o fundamentales del proyecto, Art. 69) respecto de la indicación del diputado Jorge Brito, que consta en las páginas 603 a 620 del informe de la Comisión de Hacienda, y que se refiere a la modificación del Código del Trabajo para establecer un sistema de Sala Cuna Universal.",80,65,9,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88910
88911,18216-05,2026-05-20,4782,27,Boletín N°18216-05,En votación la indicación renovada del diputado Jorge Brito que consta en las páginas 603 a 620 del informe de la Comisión de Hacienda.,82,48,24,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88911
88912,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 10 del texto propuesto por la Comisión de Hacienda (que sustituye el 12 del mensaje), cuya votación separada ha sido solicitada por las diputadas Ana María Gazmuri, Gael Yeomans y los diputados Boris Barrera, Jorge Brito, Raúl Leiva, que consta en las páginas 330 a 338 del comparado.",95,57,1,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88912
88913,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Reclamación de la declaración de inadmisibilidad efectuada por la Comisión de Hacienda (Art. 65 inciso cuarto N°1, exenciones tributarias.) respecto de la indicación del diputado Cesar Valenzuela, para agregar el siguiente artículo 10 bis nuevo en el proyecto de ley: 
""Artículo 10 bis.- La exención regulada en el artículo anterior entrará en vigencia en la medida que se dicte una ley que asegure la compensación de manera íntegra de los ingresos al Fondo Común Municipal que se dejarán de percibir por aplicación de la misma. Dicha iniciativa deberá ser ingresada por el Presidente de la República antes del 30 julio del 2026.""",67,84,2,0,Proyecto de Ley,1,Unánime,2,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88913
88914,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Reclamación de la declaración de inadmisibilidad efectuada por la Comisión de Hacienda (Art. 65 inciso cuarto N°1, exenciones tributarias.) respecto de la indicación de las diputadas y diputados Gazmuri, Hassler, Castillo, Pizarro, Serrano, Santibáñez, González, Barrera, Barraza, Salinas, Cuello y Gatica, para agregar el siguiente artículo 10 bis nuevo en el proyecto de ley: 
""Artículo 10 bis.- Es contrario a la probidad y transparencia de la función pública, que el beneficio fiscal del Impuesto Territorial del artículo anterior, sea percibido por alguna  persona  contribuyente  adulto  mayor,  en  tanto  tenga  cargo  de  responsabilidad pública de Subsecretario o Ministro de Estado.""",65,87,1,0,Proyecto de Ley,1,Unánime,2,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88914
88915,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 11 propuesto por la Comisión de Hacienda y Medio Ambiente (correspondiente al art 13 del mensaje), cuya votación separada ha sido solicitada por la diputada Gael Yeomans y los diputados Boris Barrera, Jorge Brito, Raúl Leiva, y que consta en las páginas 338 a 365 del comparado, con la salvedad de su numeral 6).",85,66,2,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88915
88916,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Numeral 6) del artículo 11 propuesto por la Comisión de Hacienda (correspondiente al art 13 del mensaje), que la Comisión de Medio Ambiente propone rechazar, que consta en la página 352 del comparado, y que requiere para su aprobación del voto favorable de 78 diputadas y diputados por tratarse de una norma de rango orgánico constitucional.",0,151,2,0,Proyecto de Ley,1,Unánime,2,Quórum Calificado,2,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88916
88917,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Renovación de una indicación de las diputadas y diputados Serrano, Gatica, Bassa, Crisóstomo y Tello, para agregar un nuevo numeral al artículo 11 del proyecto, para incorporar un nuevo artículo 29 bis en la ley 19.300 del siguiente tenor: 
""Art 29 bis.- La  acción  de  reclamación  a  que  se  refiere  el  artículo  anterior  podrá ser  ejercida,  asimismo,  por  quienes  acrediten  ser  titulares  de  derechos  o  intereses legítimos  que  puedan  resultar  afectados  por los  impactos  del  proyecto  o  actividad evaluado,  con   independencia   de   si   hubieren   participado   en   el   proceso   de participación ciudadana.""",68,85,0,0,Proyecto de Ley,1,Unánime,2,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88917
88918,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Renovado una indicación de las diputadas y diputados Serrano, Gatica, Bassa, Crisóstomo y Tello para  reemplazar  los  artículos  12,  13,  14,  15  y  16  del  texto propuesto por la Comisión de Hacienda,  por  uno  del siguiente tenor: 
“Artículo 12.- En caso que una Resolución de Calificación Ambiental sea anulada por sentencia  judicial  firme  y  ejecutoriada,  el  titular  podrá  solicitar  indemnización, cumpliendo los requisitos que el ordenamiento jurídico dispone para el error judicial.”",71,82,0,0,Proyecto de Ley,1,Unánime,2,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88918
88919,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 12 del texto propuesto por la Comisión de Hacienda y por la Comisión de Medio Ambiente (que sustituye al artículo 14 del mensaje), cuya votación separada ha sido solicitada por la diputada Gael Yeomans y los diputados Boris Barrera, Jorge Brito, Raúl Leiva y Raúl Soto, y que consta en la página 365 a 367 del comparado.",80,73,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88919
88920,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 13 del texto propuesto por la Comisión de Hacienda y la Comisión de Medio Ambiente (que sustituye al artículo 15 del mensaje), cuya votación separada ha sido solicitada por los diputados Boris Barrera, Raúl Leiva, y que consta en las páginas 367 a 371 del comparado.",91,61,1,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88920
88921,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 14 del texto propuesto por la Comisión de Hacienda y la Comisión de Medio Ambiente (que sustituye al artículo 16 del mensaje), cuya votación separada ha sido solicitada por la diputada Ana María Gazmuri y por los diputados Boris Barrera y Raúl Leiva, que consta en la página 371 del comparado, y que requiere para su aprobación del voto favorable de 78 diputadas y diputados por tratarse de una norma de rango orgánico constitucional.",84,69,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Calificado,2,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88921
88922,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 15 del texto propuesto por la Comisión de Hacienda y la Comisión de Medio Ambiente (artículo 17 del mensaje), cuya votación separada ha sido solicitada por los diputados Boris Barrera, Raúl Leiva, y que consta en las páginas 371 a 372 del comparado.",83,69,1,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88922
88923,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 16 del texto propuesto por la Comisión de Hacienda y la Comisión de Medio Ambiente (que sustituye al artículo 18 del mensaje), cuya votación separada ha sido solicitada por la diputada Ana María Gazmurio y por los diputados Boris Barrera, Raúl Leiva, y que consta en las páginas 372 a 373 del comparado.
Cabe hacer presente que su inciso final requiere para su aprobación del voto favorable de 78 diputadas y diputados por tratarse de una norma de rango orgánico constitucional.",82,71,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88923
88924,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 17 del proyecto (artículo 19 del mensaje), en los términos propuestos por la Comisión de Hacienda y la Comisión de Medio Ambiente, cuya votación separada ha sido solicitada por las diputadas Ana María Gazmuri, Gael Yeomans y por los diputados Boris Barrera, Jorge Brito, que consta en la página 373 a 387 del Comparado, y que requiere para su aprobación del voto favorable de 78 diputadas y diputados por tratarse de una norma de rango orgánico constitucional.",84,68,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88924
88925,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 18 del texto propuesto por la Comisión de Hacienda y la Comisión de Medio Ambiente (art 20 del mensaje), cuya votación separada ha sido solicitada por las diputadas Ana María Gazmuri, Gael Yeomans y por los diputados Boris Barrera, Jorge Brito, y que consta en las páginas 387 a 388 del Comparado.",90,60,3,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88925
88926,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 19 del texto propuesto por la Comisión de Hacienda y la Comisión de Medio Ambiente (que sustituye el artículo 21 del mensaje), cuya votación separada ha sido solicitada por las diputadas Ana María Gazmuri, Gael Yeomans y por los diputados Boris Barrera, Jorge Brito, y que consta en las páginas 388 a 398 del Comparado.",95,58,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88926
88927,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 20 nuevo, propuesto por la Comisión de Hacienda, cuya votación separada ha sido solicitada por la diputada Ana María Gazmuri y por el diputado Boris Barrera, y que consta en la página 398 del Comparado.",95,57,1,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88927
88928,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 21 del texto propuesto por la Comisión de Hacienda (que sustituye al artículo 22 del mensaje), cuya votación separada ha sido solicitada por las diputadas Ana María Gazmuri, Gael Yeomans y por los diputados Boris Barrera, Jorge Brito, y que consta en las páginas 399 a 412 del Comparado.",93,29,16,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88928
88929,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 23 del mensaje, que la Comisión de Hacienda propone rechazar, y que consta en las páginas 412 a 413 del comparado.",6,139,0,0,Proyecto de Ley,1,Unánime,2,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88929
88930,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 22 del texto propuesto por la Comisión de Hacienda (artículo 24 del mensaje), cuya votación separada ha sido solicitada por el diputado Boris Barrera, y que consta en las páginas 413 a 417 del Comparado",97,52,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88930
88931,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 23 del texto sugerido por la Comisión de Hacienda (que sustituye el artículo 25 del mensaje), cuya votación separada ha sido solicitada por los diputados Boris Barrera y Raúl Leiva, y que consta en la página 417 del Comparado.",83,69,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88931
88932,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 26 del mensaje, que la Comisión de Hacienda y la Comisión de Trabajo y Seguridad Social proponen rechazar, y que consta en las páginas 417 a 436 del comparado.",60,91,1,0,Proyecto de Ley,1,Unánime,2,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88932
88933,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 27 del mensaje, que la Comisión de Hacienda y la Comisión de Trabajo y Seguridad Social proponen rechazar, y que consta en las páginas 436 a 440 del comparado.",58,94,0,0,Proyecto de Ley,1,Unánime,2,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88933
88934,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 24 del texto propuesto por la Comisión de Hacienda (art 28 del mensaje), cuya votación separada ha sido solicitada por la diputada Ana María Gazmuri y por el diputado Boris Barrera, y que consta en las páginas 440 a 443 del Comparado.",122,30,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88934
88935,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 25 del texto propuesto por la Comisión de Hacienda (art 29 del mensaje), cuya votación separada ha sido solicitada por la diputada Ana María Gazmuri y por el diputado Boris Barrera, y que consta en las páginas 443 a 444 del Comparado.",138,14,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88935
88936,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 26 en los términos propuestos por la Comisión de Trabajo y Seguridad Social (art 30 del mensaje), y que consta en las páginas 444 a 446 del Comparado.",127,6,19,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88936
88937,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 27 del texto propuesto por la Comisión de Hacienda (artículo 31 del mensaje), cuya votación separada ha sido solicitada por el diputado Boris Barrera, y que consta en las páginas 446 a 453 del Comparado",139,12,1,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88937
88938,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 28 del texto propuesto por la Comisión de Hacienda (art 32 del mensaje), cuya votación separada ha sido solicitada por la diputada Ana María Gazmuri y por el diputado Boris Barrera, y que consta en las páginas 453 a 455 del Comparado.",142,10,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88938
88939,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Artículo 29 del texto propuesto por la Comisión de Hacienda (que sustituye el artículo 33), cuya votación separada ha sido solicitada por las diputadas Ana María Gazmuri, Gael Yeomans y los diputados Boris Barrera, Jorge Brito, Raúl Leiva, y que consta en las páginas 455 a 483 del Comparado, con la salvedad de sus numerales 3) y 4), cuya votación separada a su vez ha sido solicitada.",81,69,2,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88939
88940,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Número 3 del artículo 29 del texto propuesto por la Comisión de Hacienda (que sustituye el artículo 33), cuya votación separada ha sido solicitada por el diputado Raúl Leiva, y que consta en las páginas 474 a 479 del Comparado.",82,69,2,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88940
88941,18216-05,2026-05-20,4782,27,Boletín N°18216-05,"Número 4 del artículo 29 del texto propuesto por la Comisión de Hacienda (que sustituye el artículo 33), cuya votación separada ha sido solicitada por el diputado Raúl Leiva, y que consta en las páginas 479 y 480 del Comparado.",81,71,1,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88941
