"spec_id","diputado_id","diputado_nombre","binary_votes_selected","dimension_1_raw","dimension_2_raw","se_1d","se_2d","gmp","correctly_classified"
"raw_lop025_2d","1223","Hans Marowski Cuevas",256,-0.947955667972565,-0.318402230739594,0,0,0.966113209724426,0.9921875
"raw_lop025_2d","1224","Cristian Mella Andaur",260,0.247471153736115,-0.773371636867523,0,0,0.894313037395477,0.980769230769231
"raw_lop025_2d","1225","Cristian Menchaca Pinochet",260,-0.987863659858704,0.155323848128319,0,0,0.982838451862335,0.996153846153846
"raw_lop025_2d","1226","José Montalva Feuerhake",263,0.371581017971039,-0.2097999304533,0,0,0.847634971141815,0.942965779467681
"raw_lop025_2d","1227","Claudia Mora Vega",263,-0.751391232013702,-0.300608843564987,0,0,0.928974628448486,0.965779467680608
"raw_lop025_2d","1228","Paulina Muñoz Minte",274,-0.946697294712067,-0.322124511003494,0,0,0.952738761901855,0.985401459854015
"raw_lop025_2d","1229","Javier Muñoz Riquelme",251,0.233537435531616,-0.82736748456955,0,0,0.879619181156158,0.956175298804781
"raw_lop025_2d","1230","Alex Nahuelquin Nahuelquin",257,-0.078375019133091,0.772102892398834,0,0,0.808072447776794,0.910505836575875
"raw_lop025_2d","1231","Ximena Naranjo Pinto",258,-0.763655602931976,-0.106847628951073,0,0,0.943118214607239,0.976744186046512
"raw_lop025_2d","1232","Cristian Neira Martínez",266,-0.987164914608002,0.15970379114151,0,0,0.983585238456726,0.996240601503759
"raw_lop025_2d","1233","Ricardo Neumann Bertín",262,-0.87036007642746,-0.18184632062912,0,0,0.969323873519897,0.988549618320611
"raw_lop025_2d","1234","Mario Olavarría Rodríguez",223,-0.876738131046295,-0.0186480656266212,0,0,0.956290602684021,0.982062780269058
"raw_lop025_2d","1235","Javier Olivares Avendaño",268,-0.418125331401825,0.611363172531128,0,0,0.823550999164581,0.914179104477612
"raw_lop025_2d","1236","Paula Olmos Contreras",212,0.0210932847112417,0.910056531429291,0,0,0.812202513217926,0.905660377358491
"raw_lop025_2d","1237","Francisco Orrego Gutiérrez",260,-0.838023543357849,-0.0151164121925831,0,0,0.966155171394348,0.984615384615385
"raw_lop025_2d","1238","Álvaro Ortiz Vera",263,0.274797528982162,-0.889205038547516,0,0,0.896109700202942,0.984790874524715
"raw_lop025_2d","1239","Fabián Ossandón Briceño",248,0.168742552399635,0.633178472518921,0,0,0.851686418056488,0.951612903225806
