"spec_id","diputado_id","diputado_nombre","dimension_1_aligned","dimension_2_aligned","dimension_2_predicted_by_quadratic","dimension_2_residual_after_quadratic","modal_party","modal_caucus","modal_alignment"
"raw_lop025_2d","1152","Gloria Naveillan Arriagada",-0.869329452514648,-0.494233191013336,-0.00626663684668294,-0.487966554166653,"Partido Nacional Libertario","Comité Partido Nacional Libertarios","no_alineado"
"raw_lop025_2d","1153","Coca Ericka Ñanco Vásquez",0.752974689006805,-0.0481886751949787,0.109849499141964,-0.158038174336943,"Frente Amplio","Frente Amplio","oposicion"
"raw_lop025_2d","1157","Marlene Pérez Cartes",-0.767032265663147,-0.114372260868549,-0.0273964721393565,-0.0869757887291925,"Independientes","Unión Demócrata Independiente","oficialismo"
"raw_lop025_2d","1159","Lorena Pizarro Sierra",0.912493646144867,0.409091085195541,0.173275792420056,0.235815292775485,"Partido Comunista","Comité Comunista e Independientes","oposicion"
"raw_lop025_2d","1165","Agustín Romero Leiva",-0.987456500530243,0.157891467213631,0.0228973108706026,0.134994156343028,"Partido Republicano","Comité Partido Republicano","oficialismo"
"raw_lop025_2d","1166","Natalia Romero Talguia",-0.616777241230011,-0.430466026067734,-0.0514886429853575,-0.378977383082376,"Independientes","Unión Demócrata Independiente","oficialismo"
"raw_lop025_2d","1170","Luis Sánchez Ossa",-0.985438585281372,0.170031979680061,0.0223562437602833,0.147675735919778,"Partido Republicano","Comité Partido Republicano","oficialismo"
"raw_lop025_2d","1171","Emilia Schneider Videla",0.766381621360779,0.0747629925608635,0.114821787491853,-0.0400587949309895,"Frente Amplio","Frente Amplio","oposicion"
"raw_lop025_2d","1172","Stephan Schubert Rubio",-0.973643600940704,0.218965113162994,0.0192234455409036,0.19974166762209,"Partido Republicano","Comité Partido Republicano","oficialismo"
"raw_lop025_2d","1173","Daniela Serrano Salazar",0.948211789131165,0.317638695240021,0.188753674723155,0.128885020516866,"Partido Comunista","Comité Comunista e Independientes","oposicion"
"raw_lop025_2d","1174","Marco Antonio Sulantay Olivares",-0.853472411632538,0.00291553279384971,-0.00979276867571919,0.0127083014695689,"Unión Demócrata Independiente","Unión Demócrata Independiente","oficialismo"
